season,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,league_name,league_id,team_name,team_id,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,Xg,Xga,Sota,Saves,Save%,Psxg,Psxg+/-,Cmp,Att,Cmp%,Totdist,Prgdist,Ast,Xag,Xa,Crspa,Prgp,Kp,Pass_3rd,Sw,Crs,Tb,Ck,Sca,Gca,Tkl,Tklw,Tkl_def_3rd,Tkl_att_3rd,Blocks,Int,Clr,Err,Touches_att_3rd,Prgc,Carries_att_3rd,Mis,Dis,Fls,Off,Recov,Won%,xG,xGA,SoTA,PSxG,PSxG+/-,TotDist,PrgDist,xAG,xA,CrsPA,PrgP,KP,pass_3rd,TB,CK,SCA,GCA,TklW,Tkl_Def_3rd,Tkl_Att_3rd,Touches_Att_3rd,PrgC,Carries_Att_3rd,Opp Formation
2022,2022-11-05,19:00,Série A,Matchweek 36,Sat,Away,L,0,1,Goiás,49.0,,Chico,4-2-3-1,Edina Alves Batista,Match Report,,brasileirao,24,juventude,d081b697,14.0,2.0,14.3,0.0,0.0,19.0,,,,0.0,0.0,,,241.0,327.0,73.7,,,0.0,,,,,,,2.0,24.0,,,,,6.0,,,,5.0,9.0,15.0,0.0,,,,5.0,4.0,22.0,0.0,38.0,36.0,0.7,0.7,1.0,0.4,-0.6,4521.0,2022.0,0.4,0.3,1.0,28.0,8.0,21.0,0.0,8.0,24.0,0.0,4.0,3.0,0.0,125.0,17.0,15.0,
2022,2022-11-09,21:30,Série A,Matchweek 37,Wed,Home,D,2,2,Flamengo,37.0,,Chico,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,,brasileirao,24,juventude,d081b697,11.0,4.0,36.4,0.18,0.5,22.9,,,,1.0,33.3,,,242.0,324.0,74.7,,,2.0,,,,,,,1.0,9.0,,,,,23.0,,,,6.0,14.0,20.0,0.0,,,,18.0,13.0,17.0,0.0,39.0,34.6,0.5,2.4,3.0,1.4,-0.6,4597.0,1843.0,0.4,0.2,1.0,15.0,8.0,13.0,0.0,2.0,19.0,4.0,13.0,15.0,0.0,91.0,13.0,12.0,
2022,2022-11-13,16:00,Série A,Matchweek 38,Sun,Away,L,1,4,Ceará,39.0,,Rodrigo Alves Soares,4-1-2-1-2◆,Paulo Henrique Schleinch Vollkopf,Match Report,,brasileirao,24,juventude,d081b697,9.0,4.0,44.4,0.11,0.25,19.3,,,,5.0,62.5,,,245.0,321.0,76.3,,,1.0,,,,,,,0.0,7.0,,,,,15.0,,,,9.0,10.0,19.0,0.0,,,,10.0,4.0,16.0,0.0,40.0,50.0,0.7,2.3,8.0,2.3,-0.7,4684.0,2210.0,0.6,0.5,1.0,17.0,6.0,13.0,0.0,3.0,15.0,1.0,11.0,7.0,3.0,58.0,6.0,3.0,
2023,2023-04-05,20:30,Libertadores,Group stage,Wed,Away,L,1,3,bo Bolívar,45.0,,Luan Garcia,4-3-3,Alexis Herrera,Match Report,,brasileirao,24,palmeiras,abdce579,9.0,3.0,33.3,0.11,0.33,19.5,,,,5.0,62.5,,,253.0,343.0,73.8,,,0.0,,,,,,,5.0,21.0,,,,,7.0,,,,8.0,13.0,22.0,0.0,,,,10.0,2.0,10.0,4.0,41.0,50.0,0.8,1.8,8.0,2.3,-0.7,5540.0,2109.0,0.5,0.5,1.0,29.0,6.0,25.0,3.0,6.0,17.0,2.0,4.0,6.0,0.0,74.0,19.0,6.0,
2023,2023-04-15,16:00,Série A,Matchweek 1,Sat,Home,W,2,1,Cuiabá,52.0,35835.0,Gustavo Gómez,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,brasileirao,24,palmeiras,abdce579,17.0,5.0,29.4,0.12,0.4,16.3,,,,3.0,75.0,,,415.0,508.0,81.7,,,2.0,,,,,,,7.0,22.0,,,,,19.0,,,,14.0,8.0,10.0,0.0,,,,17.0,17.0,23.0,3.0,62.0,41.7,3.0,1.0,4.0,1.6,0.6,8419.0,3065.0,2.6,1.4,6.0,39.0,11.0,36.0,1.0,4.0,28.0,4.0,12.0,9.0,4.0,177.0,30.0,12.0,
2023,2023-04-20,21:00,Libertadores,Group stage,Thu,Home,W,2,1,py Cerro Porteño,51.0,,Gustavo Gómez,4-2-3-1,Fernando Rapallini,Match Report,,brasileirao,24,palmeiras,abdce579,18.0,7.0,38.9,0.11,0.29,15.3,,,,3.0,75.0,,,275.0,401.0,68.6,,,1.0,,,,,,,5.0,28.0,,,,,11.0,,,,12.0,8.0,17.0,0.0,,,,28.0,12.0,15.0,1.0,69.0,41.3,2.3,1.8,4.0,1.5,0.5,5437.0,2205.0,2.1,0.9,6.0,43.0,12.0,23.0,1.0,8.0,32.0,3.0,8.0,6.0,3.0,169.0,23.0,15.0,
2023,2023-04-23,16:00,Série A,Matchweek 2,Sun,Away,D,2,2,Vasco da Gama,64.0,59867.0,Gustavo Gómez,4-2-3-1,Rafael Rodrigo Klein,Match Report,,brasileirao,24,palmeiras,abdce579,13.0,7.0,53.8,0.15,0.29,21.7,,,,1.0,33.3,,,409.0,530.0,77.2,,,2.0,,,,,,,3.0,31.0,,,,,15.0,,,,10.0,6.0,28.0,0.0,,,,11.0,9.0,15.0,0.0,53.0,56.8,0.7,1.4,3.0,1.7,-0.3,7771.0,2557.0,0.4,0.6,3.0,45.0,8.0,43.0,0.0,5.0,26.0,4.0,9.0,4.0,3.0,164.0,25.0,15.0,
2023,2023-04-29,18:30,Série A,Matchweek 3,Sat,Home,W,2,1,Corinthians,54.0,41457.0,Gustavo Gómez,4-2-3-1,Wilton Sampaio,Match Report,,brasileirao,24,palmeiras,abdce579,21.0,6.0,28.6,0.1,0.33,20.2,,,,2.0,50.0,,,454.0,549.0,82.7,,,1.0,,,,,,,3.0,21.0,,,,,19.0,,,,11.0,10.0,21.0,0.0,,,,15.0,6.0,20.0,0.0,53.0,53.8,1.4,0.5,2.0,0.1,0.1,8360.0,2710.0,1.0,1.3,3.0,62.0,15.0,32.0,1.0,12.0,38.0,3.0,14.0,9.0,2.0,179.0,28.0,24.0,
2023,2023-05-03,19:30,Libertadores,Group stage,Wed,Away,W,2,0,ec Barcelona,51.0,,Gustavo Gómez,4-2-3-1,Andrés Rojas,Match Report,,brasileirao,24,palmeiras,abdce579,13.0,5.0,38.5,0.08,0.2,21.7,,,,7.0,100.0,,,348.0,433.0,80.4,,,0.0,,,,,,,4.0,11.0,,,,,23.0,,,,13.0,10.0,32.0,0.0,,,,20.0,6.0,14.0,1.0,55.0,56.0,2.7,1.0,7.0,0.9,0.9,6355.0,2563.0,1.2,1.2,0.0,24.0,12.0,25.0,3.0,5.0,24.0,3.0,17.0,10.0,1.0,101.0,17.0,15.0,
2023,2023-05-07,18:30,Série A,Matchweek 4,Sun,Away,W,5,0,Goiás,57.0,13789.0,Gustavo Gómez,3-4-3,Wagner do Nascimento Magalhães,Match Report,,brasileirao,24,palmeiras,abdce579,17.0,7.0,41.2,0.24,0.57,15.8,,,,4.0,100.0,,,489.0,565.0,86.5,,,3.0,,,,,,,5.0,19.0,,,,,14.0,,,,16.0,2.0,18.0,0.0,,,,10.0,6.0,29.0,1.0,46.0,65.0,2.0,0.7,4.0,0.5,0.5,9243.0,3222.0,1.7,1.5,1.0,57.0,12.0,45.0,0.0,6.0,29.0,5.0,8.0,6.0,1.0,176.0,24.0,23.0,
2023,2023-05-10,21:30,Série A,Matchweek 5,Wed,Home,W,4,1,Grêmio,59.0,37532.0,Gustavo Gómez,4-2-3-1,Braulio da Silva Machado,Match Report,,brasileirao,24,palmeiras,abdce579,27.0,9.0,33.3,0.11,0.33,19.0,,,,1.0,50.0,,,528.0,614.0,86.0,,,2.0,,,,,,,7.0,24.0,,,,,8.0,,,,10.0,10.0,14.0,0.0,,,,8.0,4.0,10.0,2.0,49.0,60.9,3.8,0.1,2.0,0.5,-0.5,10243.0,3336.0,2.8,1.3,4.0,54.0,19.0,40.0,1.0,7.0,48.0,5.0,5.0,4.0,0.0,170.0,35.0,24.0,
2023,2023-05-13,18:30,Série A,Matchweek 6,Sat,Home,D,1,1,Red Bull Bragantino,58.0,39488.0,Gustavo Gómez,4-2-3-1,Savio Pereira,Match Report,,brasileirao,24,palmeiras,abdce579,22.0,6.0,27.3,0.05,0.17,17.3,,,,2.0,66.7,,,388.0,503.0,77.1,,,1.0,,,,,,,6.0,33.0,,,,,19.0,,,,4.0,11.0,13.0,0.0,,,,16.0,7.0,12.0,3.0,53.0,54.3,1.6,1.0,3.0,0.3,-0.7,8369.0,3301.0,1.2,0.6,2.0,46.0,15.0,34.0,2.0,15.0,39.0,1.0,14.0,12.0,2.0,161.0,30.0,18.0,
2023,2023-05-20,21:00,Série A,Matchweek 7,Sat,Away,D,0,0,Santos,61.0,12641.0,Gustavo Gómez,4-2-3-1,Raphael Claus,Match Report,,brasileirao,24,palmeiras,abdce579,11.0,1.0,9.1,0.0,0.0,24.4,,,,4.0,100.0,,,495.0,607.0,81.5,,,0.0,,,,,,,0.0,17.0,,,,,12.0,,,,15.0,12.0,9.0,0.0,,,,23.0,12.0,11.0,3.0,57.0,42.3,0.4,0.4,4.0,0.9,0.9,8920.0,2832.0,0.3,0.3,0.0,49.0,10.0,43.0,1.0,4.0,20.0,0.0,4.0,5.0,1.0,163.0,23.0,25.0,
2023,2023-05-24,18:00,Libertadores,Group stage,Wed,Away,W,3,0,py Cerro Porteño,56.0,,Gustavo Gómez,4-2-3-1,Andrés Matonte,Match Report,,brasileirao,24,palmeiras,abdce579,18.0,7.0,38.9,0.17,0.43,17.8,,,,4.0,100.0,,,457.0,522.0,87.5,,,3.0,,,,,,,6.0,14.0,,,,,12.0,,,,8.0,7.0,15.0,2.0,,,,23.0,4.0,16.0,2.0,49.0,52.6,2.9,0.7,4.0,0.3,0.3,8764.0,2838.0,2.4,2.2,4.0,36.0,14.0,35.0,5.0,2.0,32.0,6.0,7.0,6.0,1.0,116.0,14.0,16.0,
2023,2023-05-28,18:30,Série A,Matchweek 8,Sun,Away,D,1,1,Atlético Mineiro,43.0,53236.0,Gustavo Gómez,4-2-3-1,Braulio da Silva Machado,Match Report,,brasileirao,24,palmeiras,abdce579,11.0,2.0,18.2,0.09,0.5,18.9,,,,3.0,75.0,,,304.0,392.0,77.6,,,1.0,,,,,,,6.0,13.0,,,,,17.0,,,,11.0,12.0,21.0,1.0,,,,17.0,8.0,15.0,3.0,51.0,50.0,1.1,0.8,4.0,0.3,-0.7,6248.0,2206.0,0.9,0.9,2.0,25.0,7.0,17.0,1.0,3.0,19.0,2.0,8.0,13.0,1.0,94.0,11.0,10.0,
2023,2023-06-04,18:30,Série A,Matchweek 9,Sun,Home,W,3,1,Coritiba,51.0,33570.0,Gustavo Gómez,4-2-3-1,Felipe Fernandes de Lima,Match Report,,brasileirao,24,palmeiras,abdce579,23.0,8.0,34.8,0.13,0.38,16.2,,,,3.0,75.0,,,397.0,486.0,81.7,,,3.0,,,,,,,7.0,38.0,,,,,12.0,,,,2.0,11.0,10.0,1.0,,,,17.0,8.0,15.0,3.0,40.0,47.8,2.5,0.6,4.0,0.8,-0.2,8439.0,2857.0,2.2,1.4,7.0,48.0,19.0,35.0,0.0,11.0,44.0,6.0,9.0,3.0,1.0,188.0,28.0,22.0,
2023,2023-06-07,21:30,Libertadores,Group stage,Wed,Home,W,4,2,ec Barcelona,54.0,,Gustavo Gómez,4-2-3-1,Andrés Rojas,Match Report,,brasileirao,24,palmeiras,abdce579,26.0,6.0,23.1,0.15,0.67,15.0,,,,4.0,66.7,,,348.0,440.0,79.1,,,2.0,,,,,,,6.0,30.0,,,,,17.0,,,,5.0,6.0,19.0,1.0,,,,8.0,4.0,14.0,3.0,51.0,57.9,2.9,1.6,6.0,2.4,0.4,7470.0,2793.0,2.1,2.4,4.0,57.0,17.0,34.0,0.0,7.0,45.0,6.0,9.0,6.0,3.0,158.0,21.0,18.0,
2023,2023-06-11,16:00,Série A,Matchweek 10,Sun,Away,W,2,0,São Paulo,35.0,56871.0,Luan Garcia,4-2-3-1,Raphael Claus,Match Report,,brasileirao,24,palmeiras,abdce579,10.0,4.0,40.0,0.2,0.5,19.6,,,,6.0,100.0,,,255.0,340.0,75.0,,,1.0,,,,,,,2.0,9.0,,,,,20.0,,,,13.0,3.0,32.0,0.0,,,,19.0,7.0,16.0,2.0,52.0,40.0,0.7,1.4,6.0,1.0,1.0,4883.0,2035.0,0.6,0.3,0.0,23.0,8.0,18.0,0.0,3.0,17.0,2.0,11.0,10.0,1.0,89.0,10.0,6.0,
2023,2023-06-21,21:30,Série A,Matchweek 11,Wed,Away,L,0,1,Bahia,54.0,31013.0,Gustavo Gómez,4-2-3-1,Wilton Sampaio,Match Report,,brasileirao,24,palmeiras,abdce579,10.0,2.0,20.0,0.0,0.0,18.2,,,,2.0,66.7,,,377.0,490.0,76.9,,,0.0,,,,,,,5.0,19.0,,,,,20.0,,,,9.0,9.0,14.0,0.0,,,,13.0,6.0,16.0,7.0,55.0,50.0,0.8,1.1,3.0,1.2,0.2,7065.0,2552.0,0.6,0.7,2.0,41.0,7.0,26.0,0.0,8.0,15.0,0.0,15.0,11.0,1.0,120.0,25.0,11.0,
2023,2023-06-25,16:00,Série A,Matchweek 12,Sun,Home,L,0,1,Botafogo (RJ),64.0,38877.0,Gustavo Gómez,4-2-3-1,Anderson Daronco,Match Report,,brasileirao,24,palmeiras,abdce579,14.0,4.0,28.6,0.0,0.0,17.2,,,,1.0,50.0,,,425.0,558.0,76.2,,,0.0,,,,,,,6.0,48.0,,,,,17.0,,,,9.0,5.0,11.0,0.0,,,,16.0,8.0,17.0,4.0,60.0,53.5,2.6,0.8,2.0,0.5,-0.5,8138.0,2768.0,1.8,1.0,4.0,69.0,14.0,36.0,2.0,12.0,28.0,0.0,9.0,5.0,3.0,201.0,25.0,23.0,
2023,2023-06-29,21:00,Libertadores,Group stage,Thu,Home,W,4,0,bo Bolívar,58.0,33250.0,Gustavo Gómez,4-2-3-1,Jesús Valenzuela,Match Report,,brasileirao,24,palmeiras,abdce579,28.0,11.0,39.3,0.14,0.36,16.5,,,,2.0,100.0,,,459.0,534.0,86.0,,,4.0,,,,,,,3.0,22.0,,,,,7.0,,,,7.0,15.0,9.0,0.0,,,,10.0,3.0,4.0,1.0,46.0,66.7,4.1,0.2,2.0,0.3,0.3,9057.0,3374.0,3.9,3.3,7.0,51.0,23.0,45.0,4.0,7.0,52.0,7.0,5.0,1.0,2.0,157.0,24.0,14.0,
2023,2023-07-02,16:00,Série A,Matchweek 13,Sun,Away,D,2,2,Ath Paranaense,46.0,33118.0,Gustavo Gómez,3-5-2,Jean Pierre Goncalves Lima,Match Report,,brasileirao,24,palmeiras,abdce579,10.0,4.0,40.0,0.2,0.5,21.6,,,,3.0,80.0,,,326.0,415.0,78.6,,,2.0,,,,,,,5.0,12.0,,,,,14.0,,,,11.0,10.0,23.0,0.0,,,,15.0,8.0,9.0,4.0,35.0,42.9,1.6,3.5,5.0,2.6,0.6,6695.0,2300.0,0.8,0.8,1.0,26.0,9.0,18.0,1.0,2.0,20.0,4.0,10.0,8.0,2.0,92.0,13.0,9.0,
2023,2023-07-08,21:00,Série A,Matchweek 14,Sat,Home,D,1,1,Flamengo,44.0,40229.0,Gustavo Gómez,4-2-3-1,Ramon Abatti,Match Report,,brasileirao,24,palmeiras,abdce579,11.0,4.0,36.4,0.09,0.25,15.4,,,,3.0,75.0,,,347.0,440.0,78.9,,,0.0,,,,,,,4.0,21.0,,,,,18.0,,,,10.0,4.0,24.0,0.0,,,,10.0,4.0,13.0,5.0,39.0,61.1,1.1,0.8,4.0,1.4,0.4,7297.0,2224.0,0.8,0.8,3.0,39.0,9.0,27.0,0.0,4.0,20.0,1.0,10.0,10.0,0.0,120.0,14.0,9.0,
2023,2023-07-16,18:30,Série A,Matchweek 15,Sun,Away,D,0,0,Internacional,53.0,41823.0,Gustavo Gómez,4-3-3,Rodrigo José Pereira de Lima,Match Report,,brasileirao,24,palmeiras,abdce579,16.0,5.0,31.3,0.0,0.0,19.8,,,,4.0,100.0,,,389.0,488.0,79.7,,,0.0,,,,,,,2.0,19.0,,,,,24.0,,,,10.0,3.0,16.0,0.0,,,,17.0,12.0,13.0,2.0,57.0,53.3,1.4,0.5,4.0,0.9,0.9,7785.0,2658.0,0.4,0.4,3.0,34.0,7.0,37.0,0.0,7.0,26.0,0.0,15.0,14.0,3.0,141.0,20.0,14.0,
2023,2023-07-22,16:00,Série A,Matchweek 16,Sat,Home,W,3,1,Fortaleza,63.0,39699.0,Gustavo Gómez,4-2-3-1,Rafael Rodrigo Klein,Match Report,,brasileirao,24,palmeiras,abdce579,14.0,7.0,50.0,0.21,0.43,18.7,,,,5.0,100.0,,,385.0,476.0,80.9,,,1.0,,,,,,,5.0,20.0,,,,,13.0,,,,9.0,10.0,13.0,0.0,,,,9.0,5.0,17.0,1.0,39.0,51.9,1.4,1.5,6.0,2.3,1.3,7755.0,2739.0,1.0,0.9,3.0,37.0,10.0,28.0,2.0,4.0,25.0,6.0,9.0,9.0,2.0,136.0,21.0,18.0,
2023,2023-07-30,16:00,Série A,Matchweek 17,Sun,Away,W,4,1,América (MG),51.0,5928.0,Gustavo Gómez,4-2-3-1,Braulio Machado,Match Report,,brasileirao,24,palmeiras,abdce579,14.0,7.0,50.0,0.29,0.57,19.9,,,,6.0,85.7,,,374.0,477.0,78.4,,,4.0,,,,,,,5.0,15.0,,,,,20.0,,,,11.0,9.0,16.0,0.0,,,,12.0,4.0,12.0,7.0,62.0,50.0,0.9,1.4,7.0,1.2,0.2,7252.0,2857.0,0.7,1.0,1.0,38.0,8.0,35.0,7.0,4.0,24.0,8.0,16.0,10.0,1.0,117.0,15.0,12.0,
2023,2023-08-02,21:30,Libertadores,Round of 16,Wed,Away,W,1,0,br Atlético Mineiro,49.0,52587.0,Gustavo Gómez,4-2-3-1,Facundo Tello,Match Report,Leg 1 of 2,brasileirao,24,palmeiras,abdce579,7.0,3.0,42.9,0.14,0.33,21.5,,,,1.0,100.0,,,296.0,423.0,70.0,,,0.0,,,,,,,5.0,26.0,,,,,25.0,,,,13.0,4.0,34.0,0.0,,,,12.0,4.0,20.0,3.0,62.0,36.4,0.2,0.6,1.0,0.1,0.1,5934.0,2289.0,0.1,0.2,1.0,31.0,5.0,31.0,0.0,5.0,14.0,2.0,12.0,13.0,1.0,122.0,15.0,7.0,
2023,2023-08-05,21:00,Série A,Matchweek 18,Sat,Away,L,1,2,Fluminense,45.0,77973.0,Gustavo Gómez,4-2-3-1,Ramon Abatti Abel,Match Report,,brasileirao,24,palmeiras,abdce579,18.0,5.0,27.8,0.06,0.2,16.2,,,,3.0,80.0,,,277.0,371.0,74.7,,,1.0,,,,,,,4.0,36.0,,,,,16.0,,,,13.0,11.0,4.0,0.0,,,,12.0,6.0,22.0,3.0,46.0,40.0,1.0,2.6,5.0,1.9,-0.1,6107.0,2315.0,0.8,1.0,9.0,42.0,16.0,32.0,0.0,8.0,35.0,2.0,7.0,4.0,5.0,169.0,16.0,5.0,
2023,2023-08-09,21:30,Libertadores,Round of 16,Wed,Home,D,0,0,br Atlético Mineiro,45.0,,Gustavo Gómez,4-2-3-1,Fernando Rapallini,Match Report,Leg 2 of 2; Palmeiras won,brasileirao,24,palmeiras,abdce579,19.0,7.0,36.8,0.0,0.0,23.7,,,,0.0,,,,293.0,400.0,73.3,,,0.0,,,,,,,0.0,20.0,,,,,21.0,,,,13.0,11.0,12.0,0.0,,,,17.0,10.0,12.0,1.0,54.0,56.3,1.4,0.8,0.0,0.0,0.0,5240.0,2105.0,1.2,1.3,3.0,39.0,12.0,17.0,3.0,4.0,29.0,0.0,11.0,4.0,6.0,132.0,24.0,15.0,
2023,2023-08-14,19:00,Série A,Matchweek 19,Mon,Home,W,1,0,Cruzeiro,52.0,38555.0,Gustavo Gómez,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,,brasileirao,24,palmeiras,abdce579,12.0,4.0,33.3,0.08,0.25,18.6,,,,5.0,100.0,,,377.0,479.0,78.7,,,1.0,,,,,,,8.0,26.0,,,,,16.0,,,,14.0,10.0,17.0,0.0,,,,7.0,6.0,13.0,1.0,60.0,32.3,1.4,0.6,5.0,0.6,0.6,8038.0,2911.0,1.4,1.1,2.0,48.0,10.0,37.0,1.0,3.0,23.0,2.0,8.0,4.0,2.0,129.0,18.0,10.0,
2023,2023-08-19,17:30,Série A,Matchweek 20,Sat,Away,W,2,0,Cuiabá,47.0,19115.0,Marcos Rocha,4-2-3-1,André Luiz Skettino Policarpo Bento,Match Report,,brasileirao,24,palmeiras,abdce579,18.0,5.0,27.8,0.11,0.4,17.4,,,,2.0,100.0,,,330.0,407.0,81.1,,,1.0,,,,,,,2.0,15.0,,,,,10.0,,,,15.0,5.0,35.0,0.0,,,,9.0,6.0,18.0,1.0,55.0,42.9,1.7,0.7,2.0,0.5,0.5,6463.0,2324.0,1.6,1.3,6.0,34.0,14.0,25.0,1.0,2.0,31.0,3.0,7.0,6.0,1.0,130.0,15.0,8.0,
2023,2023-08-23,19:30,Libertadores,Quarter-finals,Wed,Away,W,4,0,co Pereira,59.0,22789.0,Gustavo Gómez,4-2-3-1,Facundo Tello,Match Report,Leg 1 of 2,brasileirao,24,palmeiras,abdce579,8.0,4.0,50.0,0.38,0.75,15.5,,,,2.0,100.0,,,439.0,524.0,83.8,,,3.0,,,,,,,10.0,14.0,,,,,14.0,,,,7.0,7.0,13.0,0.0,,,,11.0,6.0,7.0,0.0,51.0,45.0,3.2,0.5,2.0,0.6,0.6,7868.0,2389.0,2.4,1.6,0.0,33.0,7.0,23.0,2.0,4.0,16.0,7.0,12.0,7.0,1.0,109.0,19.0,10.0,
2023,2023-08-27,18:30,Série A,Matchweek 21,Sun,Home,W,1,0,Vasco da Gama,55.0,40292.0,Gustavo Gómez,4-2-3-1,Wilton Sampaio,Match Report,,brasileirao,24,palmeiras,abdce579,13.0,5.0,38.5,0.08,0.2,22.9,,,,2.0,100.0,,,472.0,569.0,83.0,,,0.0,,,,,,,4.0,32.0,,,,,16.0,,,,6.0,4.0,17.0,0.0,,,,11.0,6.0,20.0,2.0,42.0,39.3,0.7,0.1,2.0,0.1,0.1,8724.0,2702.0,0.5,0.6,1.0,54.0,8.0,52.0,1.0,9.0,23.0,2.0,10.0,6.0,2.0,194.0,30.0,20.0,
2023,2023-08-30,21:30,Libertadores,Quarter-finals,Wed,Home,D,0,0,co Pereira,60.0,37785.0,Gustavo Gómez,3-5-2,Cristián Garay,Match Report,Leg 2 of 2; Palmeiras won,brasileirao,24,palmeiras,abdce579,12.0,7.0,58.3,0.0,0.0,15.9,,,,3.0,100.0,,,404.0,511.0,79.1,,,0.0,,,,,,,4.0,21.0,,,,,10.0,,,,7.0,8.0,11.0,0.0,,,,20.0,7.0,12.0,0.0,62.0,37.8,1.1,0.4,3.0,0.4,0.4,7666.0,2673.0,0.9,1.0,3.0,41.0,11.0,26.0,1.0,6.0,22.0,0.0,7.0,3.0,0.0,111.0,19.0,14.0,
2023,2023-09-03,16:00,Série A,Matchweek 22,Sun,Away,D,0,0,Corinthians,57.0,44371.0,Gustavo Gómez,4-2-3-1,Anderson Daronco,Match Report,,brasileirao,24,palmeiras,abdce579,16.0,4.0,25.0,0.0,0.0,24.6,,,,2.0,100.0,,,434.0,533.0,81.4,,,0.0,,,,,,,3.0,33.0,,,,,16.0,,,,3.0,10.0,10.0,0.0,,,,7.0,6.0,17.0,1.0,44.0,40.7,0.7,0.8,2.0,0.8,0.8,8881.0,3192.0,0.7,1.0,4.0,54.0,12.0,45.0,0.0,11.0,27.0,0.0,14.0,7.0,5.0,198.0,21.0,14.0,
2023,2023-09-15,21:30,Série A,Matchweek 23,Fri,Home,W,1,0,Goiás,67.0,38146.0,Gustavo Gómez,4-2-3-1,Savio Pereira,Match Report,,brasileirao,24,palmeiras,abdce579,18.0,6.0,33.3,0.06,0.17,18.5,,,,3.0,100.0,,,524.0,637.0,82.3,,,0.0,,,,,,,8.0,42.0,,,,,17.0,,,,9.0,6.0,6.0,0.0,,,,13.0,9.0,12.0,2.0,53.0,48.6,1.0,0.4,3.0,0.1,0.1,10461.0,3307.0,0.6,0.8,8.0,59.0,11.0,46.0,0.0,6.0,33.0,1.0,10.0,5.0,2.0,188.0,26.0,20.0,
2023,2023-09-21,21:30,Série A,Matchweek 24,Thu,Away,L,0,1,Grêmio,65.0,29057.0,Gustavo Gómez,4-2-3-1,Bruno Arleu,Match Report,,brasileirao,24,palmeiras,abdce579,18.0,4.0,22.2,0.0,0.0,16.7,,,,1.0,50.0,,,396.0,501.0,79.0,,,0.0,,,,,,,3.0,46.0,,,,,14.0,,,,3.0,6.0,6.0,0.0,,,,24.0,8.0,14.0,3.0,52.0,58.6,1.0,0.4,2.0,0.3,-0.7,7092.0,2889.0,0.7,1.1,6.0,54.0,13.0,52.0,0.0,11.0,31.0,0.0,12.0,8.0,0.0,203.0,32.0,23.0,
2023,2023-09-28,21:30,Libertadores,Semi-finals,Thu,Away,D,0,0,ar Boca Juniors,44.0,53615.0,Gustavo Gómez,4-3-1-2,Wilmar Roldán,Match Report,Leg 1 of 2,brasileirao,24,palmeiras,abdce579,9.0,2.0,22.2,0.0,0.0,18.7,,,,7.0,100.0,,,337.0,438.0,76.9,,,0.0,,,,,,,5.0,4.0,,,,,12.0,,,,14.0,12.0,29.0,0.0,,,,20.0,5.0,16.0,1.0,60.0,50.0,0.4,1.6,7.0,1.3,1.3,6528.0,1999.0,0.4,0.2,1.0,30.0,8.0,14.0,0.0,1.0,16.0,0.0,8.0,7.0,1.0,65.0,19.0,9.0,
2023,2023-10-01,18:30,Série A,Matchweek 25,Sun,Away,L,1,2,Red Bull Bragantino,34.0,9093.0,Luan Garcia,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,,brasileirao,24,palmeiras,abdce579,10.0,3.0,30.0,0.1,0.33,16.4,,,,6.0,87.5,,,190.0,298.0,63.8,,,1.0,,,,,,,2.0,8.0,,,,,13.0,,,,12.0,9.0,21.0,1.0,,,,14.0,12.0,20.0,3.0,41.0,33.3,1.5,2.9,8.0,3.8,1.8,3757.0,1817.0,1.4,0.5,1.0,14.0,9.0,16.0,1.0,4.0,18.0,2.0,8.0,8.0,0.0,77.0,16.0,5.0,
2023,2023-10-05,21:30,Libertadores,Semi-finals,Thu,Home,D,1 (2),1 (4),ar Boca Juniors,68.0,,Gustavo Gómez,3-4-3,Andrés Matonte,Match Report,Leg 2 of 2; Boca Juniors won; Boca Juniors won on penalty kicks following extra time,brasileirao,24,palmeiras,abdce579,24.0,8.0,33.3,0.04,0.13,21.1,,,,2.0,66.7,,,427.0,508.0,84.1,,,1.0,,,,,,,6.0,32.0,,,,,13.0,,,,4.0,6.0,14.0,0.0,,,,18.0,6.0,14.0,1.0,41.0,54.2,1.4,0.9,3.0,1.2,0.2,8752.0,2585.0,0.9,1.1,7.0,58.0,16.0,45.0,0.0,6.0,44.0,2.0,9.0,6.0,1.0,179.0,22.0,17.0,
2023,2023-10-08,16:00,Série A,Matchweek 26,Sun,Home,L,1,2,Santos,69.0,17049.0,Gustavo Gómez,4-2-3-1,Flavio de Souza,Match Report,,brasileirao,24,palmeiras,abdce579,26.0,6.0,23.1,0.04,0.17,17.0,,,,8.0,80.0,,,494.0,580.0,85.2,,,1.0,,,,,,,11.0,34.0,,,,,12.0,,,,4.0,6.0,13.0,1.0,,,,23.0,8.0,8.0,7.0,45.0,48.5,2.1,1.4,10.0,2.8,0.8,9843.0,3359.0,2.0,2.0,10.0,54.0,24.0,45.0,2.0,6.0,48.0,2.0,6.0,6.0,0.0,185.0,25.0,23.0,
