Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,league_name,league_id,team_name,Sh,SoT,SoT%,G/Sh,G/SoT,Dist
2016-09-14,21:45,Série A,Matchweek 25,Wed,Away,D,1,1,Palmeiras,36.0,32885.0,,4-2-3-1,4-3-3,André Luiz de Freitas Castro,Match Report,,2016,brasileirao,24,2016 Flamengo,9.0,2.0,22.2,0.11,0.5,
2016-09-18,11:00,Série A,Matchweek 26,Sun,Home,W,2,0,Figueirense,65.0,29605.0,,4-2-3-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,2016,brasileirao,24,2016 Flamengo,25.0,6.0,24.0,0.04,0.17,
2016-09-21,21:45,Sudamericana,Round of 16,Wed,Away,W,1,0,cl Palestino,,,,,,Jonathan Fuentes,Match Report,Leg 1 of 2,2016,brasileirao,24,2016 Flamengo,,,,,,
2016-09-25,16:00,Série A,Matchweek 27,Sun,Home,W,2,1,Cruzeiro,58.0,15680.0,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,2016,brasileirao,24,2016 Flamengo,21.0,11.0,52.4,0.1,0.18,
2016-09-28,21:45,Sudamericana,Round of 16,Wed,Home,L,1,2,cl Palestino,,,,,,Diego Haro,Match Report,Leg 2 of 2; Palestino won,2016,brasileirao,24,2016 Flamengo,,,,,,
2016-10-01,16:00,Série A,Matchweek 28,Sat,Away,D,0,0,São Paulo,54.0,29813.0,,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,,2016,brasileirao,24,2016 Flamengo,8.0,2.0,25.0,0.0,0.0,
2016-10-09,17:00,Série A,Matchweek 29,Sun,Home,W,3,0,Santa Cruz,61.0,23272.0,,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2016,brasileirao,24,2016 Flamengo,13.0,5.0,38.5,0.23,0.6,
2016-10-13,21:00,Série A,Matchweek 30,Thu,Away,W,2,1,Fluminense,42.0,11166.0,,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,,2016,brasileirao,24,2016 Flamengo,14.0,3.0,21.4,0.14,0.67,
2016-10-16,17:00,Série A,Matchweek 31,Sun,Away,L,1,2,Internacional,56.0,31981.0,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,2016,brasileirao,24,2016 Flamengo,13.0,6.0,46.2,0.08,0.17,
2016-10-23,17:00,Série A,Matchweek 32,Sun,Home,D,2,2,Corinthians,64.0,65743.0,,4-2-3-1,4-1-4-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Flamengo,20.0,9.0,45.0,0.1,0.22,
2016-10-29,16:30,Série A,Matchweek 33,Sat,Away,D,2,2,Atlético Mineiro,52.0,45952.0,,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2016,brasileirao,24,2016 Flamengo,17.0,6.0,35.3,0.12,0.33,
2016-11-05,17:00,Série A,Matchweek 34,Sat,Home,D,0,0,Botafogo (RJ),64.0,44388.0,,4-2-3-1,4-3-1-2,Jean Pierre Goncalves Lima,Match Report,,2016,brasileirao,24,2016 Flamengo,15.0,2.0,13.3,0.0,0.0,
2016-11-16,21:45,Série A,Matchweek 35,Wed,Away,W,1,0,América (MG),60.0,7420.0,,4-2-3-1,4-1-4-1,Raphael Claus,Match Report,,2016,brasileirao,24,2016 Flamengo,10.0,3.0,30.0,0.1,0.33,
2016-11-20,19:30,Série A,Matchweek 36,Sun,Home,D,2,2,Coritiba,56.0,40802.0,,4-2-3-1,4-4-2,Ricardo Marques Ribeiro,Match Report,,2016,brasileirao,24,2016 Flamengo,12.0,6.0,50.0,0.17,0.33,
2016-11-27,17:00,Série A,Matchweek 37,Sun,Home,W,2,0,Santos,39.0,37615.0,,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,,2016,brasileirao,24,2016 Flamengo,13.0,4.0,30.8,0.15,0.5,
2016-12-11,17:00,Série A,Matchweek 38,Sun,Away,D,0,0,Ath Paranaense,42.0,35396.0,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2016,brasileirao,24,2016 Flamengo,8.0,1.0,12.5,0.0,0.0,
2016-02-17,18:45,Libertadores,Second stage,Wed,Away,W,2,1,pe Melgar,,,,4-2-3-1,4-2-3-1,Wilson Lamouroux,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,0.0,0.0,,,,
2016-02-24,21:45,Libertadores,Second stage,Wed,Home,W,1,0,ec Independiente,,,,4-2-3-1,4-2-3-1,Fernando Rapallini,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,0.0,0.0,,,,
2016-03-10,21:45,Libertadores,Second stage,Thu,Away,D,0,0,cl Colo-Colo,,,,4-2-3-1,4-2-3-1,Gery Vargas,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,0.0,0.0,,,,
2016-03-16,21:45,Libertadores,Second stage,Wed,Home,W,3,0,cl Colo-Colo,,,,4-2-3-1,4-2-3-1,Juan Soto,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,0.0,0.0,,,,
2016-04-06,19:45,Libertadores,Second stage,Wed,Away,L,2,3,ec Independiente,,,,4-2-3-1,4-2-3-1,Darío Herrera,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,0.0,0.0,,,,
2016-04-14,19:30,Libertadores,Second stage,Thu,Home,W,4,0,pe Melgar,,,,4-3-3,4-5-1,Jesús Valenzuela,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,0.0,0.0,,,,
2016-04-27,19:30,Libertadores,Round of 16,Wed,Away,D,0,0,ar Racing Club,,,,4-4-1-1,4-4-1-1,Julio Quintana,Match Report,Leg 1 of 2,2016,brasileirao,24,2016 Atlético Mineiro,0.0,0.0,,,,
2016-05-04,21:45,Libertadores,Round of 16,Wed,Home,W,2,1,ar Racing Club,,,,4-3-3,4-2-3-1,Daniel Fedorczuk,Match Report,Leg 2 of 2; Atlético Mineiro won,2016,brasileirao,24,2016 Atlético Mineiro,0.0,0.0,,,,
2016-05-11,21:45,Libertadores,Quarter-finals,Wed,Away,L,0,1,br São Paulo,,,,4-4-1-1,4-2-3-1,Wilmar Roldán,Match Report,Leg 1 of 2,2016,brasileirao,24,2016 Atlético Mineiro,0.0,0.0,,,,
2016-05-14,18:30,Série A,Matchweek 1,Sat,Home,W,1,0,Santos,41.0,5403.0,,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,23.0,5.0,21.7,0.04,0.2,
2016-05-18,21:45,Libertadores,Quarter-finals,Wed,Home,W,2,1,br São Paulo,,,,4-2-3-1,4-2-3-1,Andrés Cunha,Match Report,Leg 2 of 2; São Paulo won,2016,brasileirao,24,2016 Atlético Mineiro,0.0,0.0,,,,
2016-05-22,11:00,Série A,Matchweek 2,Sun,Away,D,1,1,Ath Paranaense,57.0,11804.0,,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,25.0,9.0,36.0,0.0,0.0,
2016-05-26,21:00,Série A,Matchweek 3,Thu,Home,L,0,3,Grêmio,55.0,15742.0,,4-4-2,4-2-3-1,Raphael Claus,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,15.0,4.0,26.7,0.0,0.0,
2016-05-29,16:00,Série A,Matchweek 4,Sun,Away,D,1,1,Vitória,56.0,12791.0,,4-3-3,4-2-3-1,Rodolpho Toski Marques,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,16.0,8.0,50.0,0.06,0.13,
2016-06-01,21:45,Série A,Matchweek 5,Wed,Home,D,1,1,Fluminense,61.0,8144.0,,4-2-3-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,17.0,5.0,29.4,0.06,0.2,
2016-06-05,16:00,Série A,Matchweek 6,Sun,Away,D,4,4,Sport Recife,49.0,14170.0,,4-2-3-1,4-2-3-1,Rodrigo Nunes de Sá,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,11.0,5.0,45.5,0.18,0.4,
2016-06-12,16:00,Série A,Matchweek 7,Sun,Home,L,2,3,Cruzeiro,68.0,19484.0,,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,12.0,3.0,25.0,0.17,0.67,
2016-06-16,19:30,Série A,Matchweek 8,Thu,Away,L,0,2,Internacional,55.0,21881.0,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,15.0,5.0,33.3,0.0,0.0,
2016-06-19,11:00,Série A,Matchweek 9,Sun,Home,W,3,0,Ponte Preta,53.0,16042.0,,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,20.0,8.0,40.0,0.15,0.38,
2016-06-22,21:45,Série A,Matchweek 10,Wed,Home,W,2,1,Corinthians,49.0,34426.0,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,10.0,4.0,40.0,0.2,0.5,
2016-06-26,11:00,Série A,Matchweek 11,Sun,Away,W,1,0,América (MG),43.0,9516.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,7.0,4.0,57.1,0.14,0.25,
2016-06-30,21:00,Série A,Matchweek 12,Thu,Home,W,5,3,Botafogo (RJ),46.0,36129.0,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,12.0,8.0,66.7,0.42,0.63,
2016-07-03,19:00,Série A,Matchweek 13,Sun,Away,D,1,1,Figueirense,47.0,5226.0,,4-2-3-1,4-4-1-1,Rafael Traci,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,9.0,3.0,33.3,0.11,0.33,
2016-07-10,11:00,Série A,Matchweek 14,Sun,Away,L,0,2,Flamengo,54.0,23390.0,,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,13.0,2.0,15.4,0.0,0.0,
2016-07-18,20:00,Série A,Matchweek 15,Mon,Home,W,2,1,Coritiba,50.0,20891.0,,4-2-3-1,4-1-4-1,Leandro Pedro Vuaden,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,12.0,4.0,33.3,0.17,0.5,
2016-07-24,11:00,Série A,Matchweek 16,Sun,Away,W,1,0,Palmeiras,43.0,39400.0,,4-3-2-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,5.0,4.0,80.0,0.2,0.25,
2016-07-30,21:00,Série A,Matchweek 17,Sat,Home,W,3,0,Santa Cruz,58.0,16804.0,,4-2-2-2,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,15.0,6.0,40.0,0.2,0.5,
2016-08-04,19:30,Série A,Matchweek 18,Thu,Away,W,2,1,São Paulo,40.0,15717.0,,4-2-2-2,4-2-3-1,Leandro Pedro Vuaden,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,8.0,3.0,37.5,0.25,0.67,
2016-08-08,20:00,Série A,Matchweek 19,Mon,Home,W,3,1,Chapecoense,57.0,17484.0,,4-2-2-2,4-3-2-1,Pericles Bassols Pegado Cortez,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,14.0,5.0,35.7,0.21,0.6,
2016-08-14,16:00,Série A,Matchweek 20,Sun,Away,L,0,3,Santos,63.0,10250.0,,4-4-2,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,13.0,3.0,23.1,0.0,0.0,
2016-08-21,11:00,Série A,Matchweek 21,Sun,Home,W,1,0,Ath Paranaense,60.0,17465.0,,4-2-3-1,5-4-1,Braulio da Silva Machado,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,14.0,4.0,28.6,0.0,0.0,
2016-08-28,16:00,Série A,Matchweek 22,Sun,Away,D,1,1,Grêmio,38.0,30631.0,,4-2-2-2,4-3-2-1,Claudio Francisco Lima e Silva,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,3.0,1.0,33.3,0.33,1.0,
2016-09-07,19:30,Série A,Matchweek 23,Wed,Home,W,2,1,Vitória,50.0,13532.0,,4-2-3-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,18.0,6.0,33.3,0.11,0.33,
2016-09-12,20:00,Série A,Matchweek 24,Mon,Away,L,2,4,Fluminense,50.0,9004.0,,4-4-2,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,11.0,4.0,36.4,0.18,0.5,
2016-09-15,19:30,Série A,Matchweek 25,Thu,Home,W,1,0,Sport Recife,62.0,11389.0,,4-4-2,4-2-3-1,Thiago Duarte Peixoto,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,16.0,4.0,25.0,0.06,0.25,
2016-09-18,16:00,Série A,Matchweek 26,Sun,Away,D,1,1,Cruzeiro,52.0,43381.0,,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,7.0,2.0,28.6,0.14,0.5,
2016-09-25,18:30,Série A,Matchweek 27,Sun,Home,W,3,1,Internacional,56.0,20311.0,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,11.0,5.0,45.5,0.27,0.6,
2016-10-01,16:30,Série A,Matchweek 28,Sat,Away,W,2,1,Ponte Preta,43.0,4946.0,,4-2-3-1,4-1-4-1,Diego Almeida Real,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,10.0,2.0,20.0,0.2,1.0,
2016-10-05,21:00,Série A,Matchweek 29,Wed,Away,D,0,0,Corinthians,40.0,17135.0,,4-2-3-1,4-1-4-1,Rodolpho Toski Marques,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,8.0,4.0,50.0,0.0,0.0,
2016-10-13,19:30,Série A,Matchweek 30,Thu,Home,W,3,0,América (MG),60.0,27737.0,,4-2-3-1,4-1-4-1,Raphael Claus,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,16.0,7.0,43.8,0.19,0.43,
2016-10-16,17:00,Série A,Matchweek 31,Sun,Away,L,2,3,Botafogo (RJ),59.0,14595.0,,4-2-3-1,4-3-1-2,Wagner Reway,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,15.0,3.0,20.0,0.13,0.67,
2016-10-23,19:30,Série A,Matchweek 32,Sun,Home,W,3,0,Figueirense,54.0,14615.0,,4-2-3-1,4-1-4-1,Grazianni Maciel Rocha,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,17.0,5.0,29.4,0.18,0.6,
2016-10-29,16:30,Série A,Matchweek 33,Sat,Home,D,2,2,Flamengo,48.0,45952.0,,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,12.0,7.0,58.3,0.08,0.14,
2016-11-06,19:30,Série A,Matchweek 34,Sun,Away,L,0,2,Coritiba,67.0,11847.0,,4-2-3-1,4-1-4-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,12.0,1.0,8.3,0.0,0.0,
2016-11-17,21:00,Série A,Matchweek 35,Thu,Home,D,1,1,Palmeiras,66.0,14942.0,,4-2-3-1,4-3-3,Braulio da Silva Machado,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,12.0,5.0,41.7,0.08,0.2,
2016-11-20,18:30,Série A,Matchweek 36,Sun,Away,D,3,3,Santa Cruz,60.0,3221.0,,4-2-3-1,4-1-4-1,Wagner do Nascimento Magalhaes,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,15.0,10.0,66.7,0.2,0.3,
2016-11-27,17:00,Série A,Matchweek 37,Sun,Home,L,1,2,São Paulo,63.0,8901.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2016,brasileirao,24,2016 Atlético Mineiro,9.0,4.0,44.4,0.11,0.25,
2016-05-15,11:00,Série A,Matchweek 1,Sun,Home,L,0,1,São Paulo,67.0,5465.0,,4-4-2,4-2-3-1,Braulio da Silva Machado,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),12.0,5.0,41.7,0.0,0.0,
2016-05-22,18:30,Série A,Matchweek 2,Sun,Away,D,1,1,Sport Recife,44.0,5218.0,,4-4-2,4-2-3-1,Vinicius Furlan,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),19.0,4.0,21.1,0.05,0.25,
2016-05-25,19:30,Série A,Matchweek 3,Wed,Home,W,2,1,Ath Paranaense,35.0,4445.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),11.0,3.0,27.3,0.18,0.67,
2016-05-29,16:00,Série A,Matchweek 4,Sun,Away,L,0,1,Fluminense,55.0,4550.0,,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),6.0,1.0,16.7,0.0,0.0,
2016-06-01,21:45,Série A,Matchweek 5,Wed,Home,L,0,1,Cruzeiro,50.0,7057.0,,4-4-2,4-2-2-2,Elmo Alves Resende Cunha,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),5.0,1.0,20.0,0.0,0.0,
2016-06-05,11:00,Série A,Matchweek 6,Sun,Away,L,0,3,Santos,47.0,16530.0,,4-4-2,4-2-3-1,Sandro Ricci,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),11.0,2.0,18.2,0.0,0.0,
2016-06-12,11:00,Série A,Matchweek 7,Sun,Home,D,1,1,Vitória,51.0,2208.0,,4-4-2,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),13.0,6.0,46.2,0.08,0.17,
2016-06-15,21:00,Série A,Matchweek 8,Wed,Home,W,3,1,América (MG),47.0,1255.0,,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),22.0,11.0,50.0,0.05,0.09,
2016-06-19,16:00,Série A,Matchweek 9,Sun,Away,L,1,3,Corinthians,40.0,34747.0,,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),10.0,2.0,20.0,0.1,0.5,
2016-06-22,21:00,Série A,Matchweek 10,Wed,Home,D,0,0,Figueirense,65.0,3012.0,,4-3-2-1,4-2-3-1,Emerson De Almeida Ferreira,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),16.0,2.0,12.5,0.0,0.0,
2016-06-26,16:00,Série A,Matchweek 11,Sun,Away,W,3,2,Internacional,38.0,21562.0,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),15.0,6.0,40.0,0.2,0.5,
2016-06-30,21:00,Série A,Matchweek 12,Thu,Away,L,3,5,Atlético Mineiro,54.0,36129.0,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),20.0,9.0,45.0,0.1,0.22,
2016-07-03,16:00,Série A,Matchweek 13,Sun,Home,W,2,1,Santa Cruz,46.0,5423.0,,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),10.0,6.0,60.0,0.2,0.33,
2016-07-09,16:30,Série A,Matchweek 14,Sat,Away,D,0,0,Coritiba,49.0,10922.0,,4-2-3-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),9.0,2.0,22.2,0.0,0.0,
2016-07-16,16:00,Série A,Matchweek 15,Sat,Home,D,3,3,Flamengo,47.0,11692.0,,4-3-1-2,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),17.0,5.0,29.4,0.18,0.6,
2016-07-24,16:00,Série A,Matchweek 16,Sun,Away,L,1,2,Chapecoense,62.0,7012.0,,4-2-3-1,4-3-2-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),14.0,3.0,21.4,0.07,0.33,
2016-07-31,18:30,Série A,Matchweek 17,Sun,Home,W,3,1,Palmeiras,47.0,8477.0,,4-3-1-2,4-2-3-1,Heber Roberto Lopes,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),12.0,4.0,33.3,0.17,0.5,
2016-08-04,19:15,Série A,Matchweek 18,Thu,Away,L,0,2,Ponte Preta,62.0,5050.0,,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),3.0,0.0,0.0,0.0,,
2016-08-14,16:15,Série A,Matchweek 20,Sun,Away,W,1,0,São Paulo,37.0,14399.0,,4-3-1-2,4-3-3,Caio Max Augusto Vieira,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),6.0,1.0,16.7,0.17,1.0,
2016-08-20,21:00,Série A,Matchweek 21,Sat,Home,W,3,0,Sport Recife,44.0,4771.0,,4-3-2-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),18.0,6.0,33.3,0.17,0.5,
2016-08-29,20:00,Série A,Matchweek 22,Mon,Away,L,0,1,Ath Paranaense,58.0,11453.0,,4-3-1-2,4-2-3-1,Leandro Pedro Vuaden,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),13.0,4.0,30.8,0.0,0.0,
2016-09-04,16:00,Série A,Matchweek 19,Sun,Home,W,2,1,Grêmio,37.0,5199.0,,4-3-3,4-3-3,Wagner Reway,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),10.0,2.0,20.0,0.2,1.0,
2016-09-07,16:00,Série A,Matchweek 23,Wed,Home,W,1,0,Fluminense,37.0,10156.0,,4-3-1-2,4-2-3-1,Rodolpho Toski Marques,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),12.0,4.0,33.3,0.08,0.25,
2016-09-11,16:00,Série A,Matchweek 24,Sun,Away,W,2,0,Cruzeiro,38.0,26611.0,,4-3-1-2,4-2-3-1,Rafael Traci,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),9.0,3.0,33.3,0.22,0.67,
2016-09-14,19:30,Série A,Matchweek 25,Wed,Home,L,0,1,Santos,58.0,11883.0,,4-3-1-2,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),24.0,6.0,25.0,0.0,0.0,
2016-09-18,18:30,Série A,Matchweek 26,Sun,Away,W,1,0,Vitória,37.0,9900.0,,4-4-1-1,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),4.0,3.0,75.0,0.25,0.33,
2016-09-24,21:00,Série A,Matchweek 27,Sat,Away,L,0,1,América (MG),57.0,1789.0,,4-3-1-2,4-1-4-1,Luiz Flavio De Oliveira,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),7.0,2.0,28.6,0.0,0.0,
2016-10-01,16:30,Série A,Matchweek 28,Sat,Home,W,2,0,Corinthians,44.0,8375.0,,4-4-1-1,4-1-4-1,Caio Max Augusto Vieira,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),9.0,4.0,44.4,0.22,0.5,
2016-10-09,17:00,Série A,Matchweek 29,Sun,Away,W,1,0,Figueirense,50.0,12325.0,,4-3-1-2,4-2-3-1,Wilton Sampaio,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),11.0,3.0,27.3,0.09,0.33,
2016-10-12,21:45,Série A,Matchweek 30,Wed,Home,W,1,0,Internacional,53.0,10176.0,,4-3-1-2,4-2-3-1,Marielson Alves Silva,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),12.0,3.0,25.0,0.0,0.0,
2016-10-16,17:00,Série A,Matchweek 31,Sun,Home,W,3,2,Atlético Mineiro,41.0,14595.0,,4-3-1-2,4-2-3-1,Wagner Reway,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),14.0,7.0,50.0,0.21,0.43,
2016-10-19,20:45,Série A,Matchweek 32,Wed,Away,W,1,0,Santa Cruz,42.0,3480.0,,4-3-1-2,4-2-3-1,Braulio da Silva Machado,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),18.0,6.0,33.3,0.06,0.17,
2016-10-29,18:30,Série A,Matchweek 33,Sat,Home,D,0,0,Coritiba,65.0,15170.0,,4-2-3-1,4-1-4-1,Luiz Flavio De Oliveira,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),16.0,5.0,31.3,0.0,0.0,
2016-11-05,17:00,Série A,Matchweek 34,Sat,Away,D,0,0,Flamengo,36.0,44388.0,,4-3-1-2,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),13.0,4.0,30.8,0.0,0.0,
2016-11-16,19:30,Série A,Matchweek 35,Wed,Home,L,0,2,Chapecoense,65.0,10170.0,,4-2-3-1,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),13.0,4.0,30.8,0.0,0.0,
2016-11-20,17:00,Série A,Matchweek 36,Sun,Away,L,0,1,Palmeiras,38.0,39690.0,,4-4-2,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),16.0,7.0,43.8,0.0,0.0,
2016-11-26,20:00,Série A,Matchweek 37,Sat,Home,D,1,1,Ponte Preta,61.0,11118.0,,4-3-1-2,4-1-4-1,Wilton Sampaio,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),10.0,2.0,20.0,0.1,0.5,
2016-12-11,17:00,Série A,Matchweek 38,Sun,Away,W,1,0,Grêmio,32.0,14101.0,,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,,2016,brasileirao,24,2016 Botafogo (RJ),8.0,1.0,12.5,0.13,1.0,
2016-05-14,16:00,Série A,Matchweek 1,Sat,Away,L,0,4,Palmeiras,35.0,32629.0,,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,5.0,0.0,0.0,0.0,,
2016-05-22,11:00,Série A,Matchweek 2,Sun,Home,D,1,1,Atlético Mineiro,43.0,11804.0,,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,9.0,3.0,33.3,0.11,0.33,
2016-05-25,19:30,Série A,Matchweek 3,Wed,Away,L,1,2,Botafogo (RJ),66.0,4445.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,17.0,4.0,23.5,0.06,0.25,
2016-05-28,18:30,Série A,Matchweek 4,Sat,Home,W,2,1,Figueirense,48.0,10479.0,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,10.0,8.0,80.0,0.2,0.25,
2016-06-01,19:30,Série A,Matchweek 5,Wed,Away,L,0,1,Internacional,52.0,17874.0,,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2016,brasileirao,24,2016 Athletico Paranaense,13.0,0.0,0.0,0.0,,
