Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,league_name,league_id,team_name,Sh,SoT,SoT%,G/Sh,G/SoT,Dist
2017-08-03,20:00,Série A,Matchweek 18,Thu,Away,W,3,0,Vasco da Gama,50.0,5780.0,Henrique Pacheco Lima,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,2017,brasileirao,24,2017 Cruzeiro,13,6,46.2,0.15,0.33,
2017-08-06,16:00,Série A,Matchweek 19,Sun,Home,D,0,0,Botafogo (RJ),61.0,22691.0,Fábio,4-2-3-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,2017,brasileirao,24,2017 Cruzeiro,22,4,18.2,0.0,0.0,
2017-08-13,11:00,Série A,Matchweek 20,Sun,Away,L,2,3,São Paulo,57.0,56052.0,Léo,4-4-2,4-1-4-1,Rafael Traci,Match Report,,2017,brasileirao,24,2017 Cruzeiro,19,4,21.1,0.11,0.5,
2017-08-20,16:00,Série A,Matchweek 21,Sun,Home,W,2,0,Sport Recife,45.0,30393.0,Fábio,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,,2017,brasileirao,24,2017 Cruzeiro,12,6,50.0,0.17,0.33,
2017-08-27,19:00,Série A,Matchweek 22,Sun,Home,D,1,1,Santos,54.0,12055.0,Fábio,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 Cruzeiro,18,5,27.8,0.06,0.2,
2017-09-10,19:00,Série A,Matchweek 23,Sun,Away,W,2,1,Chapecoense,45.0,9676.0,Henrique Pacheco Lima,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,,2017,brasileirao,24,2017 Cruzeiro,13,7,53.8,0.15,0.29,
2017-09-17,19:00,Série A,Matchweek 24,Sun,Home,W,1,0,Bahia,51.0,11754.0,Henrique Pacheco Lima,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2017,brasileirao,24,2017 Cruzeiro,10,5,50.0,0.1,0.2,
2017-09-24,16:00,Série A,Matchweek 25,Sun,Away,W,2,1,Atl Goianiense,46.0,10865.0,Giorgian De Arrascaeta,4-2-2-2,4-2-3-1,Heber Roberto Lopes,Match Report,,2017,brasileirao,24,2017 Cruzeiro,13,2,15.4,0.15,1.0,
2017-10-01,16:00,Série A,Matchweek 26,Sun,Home,D,1,1,Corinthians,42.0,15727.0,Henrique Pacheco Lima,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2017,brasileirao,24,2017 Cruzeiro,10,3,30.0,0.1,0.33,
2017-10-07,16:00,Série A,Matchweek 28,Sat,Home,W,2,1,Ponte Preta,68.0,15397.0,Henrique Pacheco Lima,4-2-3-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,2017,brasileirao,24,2017 Cruzeiro,17,6,35.3,0.12,0.33,
2017-10-11,21:45,Série A,Matchweek 27,Wed,Away,W,1,0,Grêmio,44.0,7851.0,Henrique Pacheco Lima,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,2017,brasileirao,24,2017 Cruzeiro,13,4,30.8,0.08,0.25,
2017-10-18,19:30,Série A,Matchweek 29,Wed,Away,L,0,1,Coritiba,64.0,6470.0,Henrique Pacheco Lima,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,2017,brasileirao,24,2017 Cruzeiro,13,2,15.4,0.0,0.0,
2017-10-22,17:00,Série A,Matchweek 30,Sun,Home,L,1,3,Atlético Mineiro,59.0,35921.0,Henrique Pacheco Lima,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2017,brasileirao,24,2017 Cruzeiro,15,5,33.3,0.07,0.2,
2017-10-30,20:00,Série A,Matchweek 31,Mon,Away,D,2,2,Palmeiras,37.0,37961.0,Henrique Pacheco Lima,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2017,brasileirao,24,2017 Cruzeiro,4,4,100.0,0.25,0.25,
2017-11-05,17:00,Série A,Matchweek 32,Sun,Home,W,1,0,Ath Paranaense,48.0,8157.0,Henrique Pacheco Lima,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2017,brasileirao,24,2017 Cruzeiro,15,4,26.7,0.07,0.25,
2017-11-08,21:45,Série A,Matchweek 33,Wed,Away,L,0,2,Flamengo,49.0,7111.0,Fábio,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,,2017,brasileirao,24,2017 Cruzeiro,8,2,25.0,0.0,0.0,
2017-11-12,19:00,Série A,Matchweek 34,Sun,Home,W,3,1,Fluminense,56.0,8644.0,Fábio,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,2017,brasileirao,24,2017 Cruzeiro,17,8,47.1,0.18,0.38,
2017-11-15,19:30,Série A,Matchweek 35,Wed,Home,D,2,2,Avaí,62.0,9259.0,Henrique Pacheco Lima,4-2-3-1,4-2-4-0,Leandro Pedro Vuaden,Match Report,,2017,brasileirao,24,2017 Cruzeiro,23,8,34.8,0.04,0.13,
2017-11-19,16:00,Série A,Matchweek 36,Sun,Away,D,1,1,Vitória,67.0,13095.0,Henrique Pacheco Lima,4-2-3-1,4-3-3,Luiz Flavio De Oliveira,Match Report,,2017,brasileirao,24,2017 Cruzeiro,19,3,15.8,0.05,0.33,
2017-11-26,17:00,Série A,Matchweek 37,Sun,Home,L,0,1,Vasco da Gama,67.0,14930.0,Henrique Pacheco Lima,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Cruzeiro,22,7,31.8,0.0,0.0,
2017-12-03,17:00,Série A,Matchweek 38,Sun,Away,D,2,2,Botafogo (RJ),56.0,20636.0,Henrique Pacheco Lima,4-2-3-1,4-1-4-1,Leandro Bizzio Marinho,Match Report,,2017,brasileirao,24,2017 Cruzeiro,8,2,25.0,0.25,1.0,
2017-03-08,21:45,Libertadores,Group stage,Wed,Home,W,4,0,ar San Lorenzo,53.0,,Réver,4-2-3-1,4-1-4-1,Andrés Cunha,Match Report,,2017,brasileirao,24,2017 Flamengo,16,7,43.8,0.25,0.57,
2017-03-15,21:45,Libertadores,Group stage,Wed,Away,L,0,1,cl Univ Católica,52.0,,Réver,4-4-1-1,4-2-3-1,Diego Haro,Match Report,,2017,brasileirao,24,2017 Flamengo,17,5,29.4,0.0,0.0,
2017-04-12,21:45,Libertadores,Group stage,Wed,Home,W,2,1,br Ath Paranaense,45.0,,Réver,4-2-3-1,4-2-3-1,Wilson Lamouroux,Match Report,,2017,brasileirao,24,2017 Flamengo,14,6,42.9,0.14,0.33,
2017-04-26,21:45,Libertadores,Group stage,Wed,Away,L,1,2,br Ath Paranaense,56.0,,Réver,4-1-4-1,4-2-3-1,José Argote,Match Report,,2017,brasileirao,24,2017 Flamengo,20,6,30.0,0.05,0.17,
2017-05-03,21:45,Libertadores,Group stage,Wed,Home,W,3,1,cl Univ Católica,50.0,,Réver,4-3-3,4-2-3-1,Víctor Carrillo,Match Report,,2017,brasileirao,24,2017 Flamengo,25,8,32.0,0.12,0.38,
2017-05-13,16:00,Série A,Matchweek 1,Sat,Home,D,1,1,Atlético Mineiro,42.0,50220.0,Réver,4-2-3-1,4-3-2-1,Jailson Macêdo Freitas,Match Report,,2017,brasileirao,24,2017 Flamengo,11,3,27.3,0.09,0.33,
2017-05-17,21:45,Libertadores,Group stage,Wed,Away,L,1,2,ar San Lorenzo,41.0,,Réver,4-2-3-1,4-1-4-1,Enrique Cáceres,Match Report,,2017,brasileirao,24,2017 Flamengo,5,3,60.0,0.2,0.33,
2017-05-20,19:00,Série A,Matchweek 2,Sat,Away,W,3,0,Atl Goianiense,66.0,10144.0,Réver,4-2-3-1,4-5-1,Igor Junior Benevenuto,Match Report,,2017,brasileirao,24,2017 Flamengo,21,11,52.4,0.14,0.27,
2017-05-28,16:00,Série A,Matchweek 3,Sun,Away,D,1,1,Ath Paranaense,56.0,19923.0,Réver,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2017,brasileirao,24,2017 Flamengo,14,4,28.6,0.07,0.25,
2017-06-04,11:00,Série A,Matchweek 4,Sun,Home,D,0,0,Botafogo (RJ),65.0,10577.0,Réver,4-2-3-1,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,,2017,brasileirao,24,2017 Flamengo,19,2,10.5,0.0,0.0,
2017-06-07,21:45,Série A,Matchweek 5,Wed,Away,L,0,2,Sport Recife,61.0,11426.0,Réver,4-2-3-1,4-3-3,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 Flamengo,16,7,43.8,0.0,0.0,
2017-06-11,16:00,Série A,Matchweek 6,Sun,Away,D,1,1,Avaí,61.0,13448.0,Réver,4-2-3-1,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,,2017,brasileirao,24,2017 Flamengo,9,3,33.3,0.11,0.33,
2017-06-14,21:00,Série A,Matchweek 7,Wed,Home,W,2,0,Ponte Preta,56.0,13981.0,Réver,4-2-3-1,4-1-3-2,Ricardo Marques Ribeiro,Match Report,,2017,brasileirao,24,2017 Flamengo,23,5,21.7,0.09,0.4,
2017-06-18,16:00,Série A,Matchweek 8,Sun,Away,D,2,2,Fluminense,60.0,33112.0,Réver,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,2017,brasileirao,24,2017 Flamengo,14,5,35.7,0.14,0.4,
2017-06-22,21:00,Série A,Matchweek 9,Thu,Home,W,5,1,Chapecoense,52.0,14632.0,Réver,4-2-3-1,4-1-4-1,Leandro Bizzio Marinho,Match Report,,2017,brasileirao,24,2017 Flamengo,20,11,55.0,0.25,0.45,
2017-06-25,18:30,Série A,Matchweek 10,Sun,Away,W,1,0,Bahia,57.0,21929.0,Diego,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,,2017,brasileirao,24,2017 Flamengo,11,4,36.4,0.09,0.25,
2017-07-02,16:00,Série A,Matchweek 11,Sun,Home,W,2,0,São Paulo,48.0,17302.0,Réver,4-2-3-1,4-3-2-1,Leandro Pedro Vuaden,Match Report,,2017,brasileirao,24,2017 Flamengo,14,7,50.0,0.14,0.29,
2017-07-05,20:45,Sudamericana,Second stage,Wed,Away,W,5,2,cl Palestino,54.0,,Réver,4-2-3-1,3-4-1-2,Fernando Rapallini,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Flamengo,18,9,50.0,0.22,0.44,
2017-07-08,18:00,Série A,Matchweek 12,Sat,Away,W,1,0,Vasco da Gama,59.0,19622.0,Réver,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 Flamengo,9,3,33.3,0.11,0.33,
2017-07-13,19:30,Série A,Matchweek 13,Thu,Home,L,0,1,Grêmio,61.0,18204.0,Réver,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2017,brasileirao,24,2017 Flamengo,23,7,30.4,0.0,0.0,
2017-07-16,16:00,Série A,Matchweek 14,Sun,Away,D,1,1,Cruzeiro,63.0,43439.0,Réver,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2017,brasileirao,24,2017 Flamengo,5,1,20.0,0.2,1.0,
2017-07-19,21:45,Série A,Matchweek 15,Wed,Home,D,2,2,Palmeiras,62.0,15103.0,Réver,4-2-3-1,4-3-3,Jailson Macêdo Freitas,Match Report,,2017,brasileirao,24,2017 Flamengo,19,7,36.8,0.11,0.29,
2017-07-22,19:00,Série A,Matchweek 16,Sat,Home,W,2,1,Coritiba,50.0,13014.0,Juan,4-2-3-1,4-4-1-1,Braulio da Silva Machado,Match Report,,2017,brasileirao,24,2017 Flamengo,18,6,33.3,0.06,0.17,
2017-07-30,16:00,Série A,Matchweek 17,Sun,Away,D,1,1,Corinthians,59.0,44682.0,Réver,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2017,brasileirao,24,2017 Flamengo,16,2,12.5,0.06,0.5,
2017-08-02,21:45,Série A,Matchweek 18,Wed,Away,L,2,3,Santos,54.0,27030.0,Réver,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,,2017,brasileirao,24,2017 Flamengo,13,6,46.2,0.15,0.33,
2017-08-06,11:00,Série A,Matchweek 19,Sun,Home,L,0,2,Vitória,65.0,16521.0,Réver,4-1-4-1,4-2-3-1,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Flamengo,14,6,42.9,0.0,0.0,
2017-08-09,21:45,Sudamericana,Second stage,Wed,Home,W,5,0,cl Palestino,42.0,,Juan,4-2-3-1,3-4-3,Andrés Rojas,Match Report,Leg 2 of 2; Flamengo won,2017,brasileirao,24,2017 Flamengo,17,9,52.9,0.29,0.56,
2017-08-13,16:00,Série A,Matchweek 20,Sun,Away,L,0,2,Atlético Mineiro,48.0,11031.0,Réver,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2017,brasileirao,24,2017 Flamengo,9,1,11.1,0.0,0.0,
2017-08-19,19:00,Série A,Matchweek 21,Sat,Home,W,2,0,Atl Goianiense,60.0,7082.0,Réver,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2017,brasileirao,24,2017 Flamengo,16,6,37.5,0.13,0.33,
2017-08-27,16:00,Série A,Matchweek 22,Sun,Home,W,2,0,Ath Paranaense,52.0,10199.0,Juan,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2017,brasileirao,24,2017 Flamengo,16,6,37.5,0.13,0.33,
2017-09-10,19:00,Série A,Matchweek 23,Sun,Away,L,0,2,Botafogo (RJ),57.0,6311.0,Paolo Guerrero,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2017,brasileirao,24,2017 Flamengo,16,2,12.5,0.0,0.0,
2017-09-13,19:15,Sudamericana,Round of 16,Wed,Away,D,0,0,br Chapecoense,62.0,,Réver,4-2-3-1,4-1-4-1,Gery Vargas,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Flamengo,10,2,20.0,0.0,0.0,
2017-09-17,16:00,Série A,Matchweek 24,Sun,Home,W,2,0,Sport Recife,57.0,9029.0,Réver,4-2-3-1,4-3-3,Vinicius Gonçalves Dias Araujo,Match Report,,2017,brasileirao,24,2017 Flamengo,14,4,28.6,0.14,0.5,
2017-09-20,19:15,Sudamericana,Round of 16,Wed,Home,W,4,0,br Chapecoense,58.0,,Réver,4-2-3-1,4-1-4-1,Michel Espinoza,Match Report,Leg 2 of 2; Flamengo won,2017,brasileirao,24,2017 Flamengo,16,8,50.0,0.25,0.5,
2017-09-23,19:00,Série A,Matchweek 25,Sat,Home,D,1,1,Avaí,69.0,9584.0,Everton Ribeiro,4-2-3-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,2017,brasileirao,24,2017 Flamengo,30,8,26.7,0.03,0.13,
2017-10-02,20:00,Série A,Matchweek 26,Mon,Away,L,0,1,Ponte Preta,69.0,11133.0,Réver,4-2-3-1,4-1-4-1,Igor Junior Benevenuto,Match Report,,2017,brasileirao,24,2017 Flamengo,12,1,8.3,0.0,0.0,
2017-10-12,17:00,Série A,Matchweek 27,Thu,Home,D,1,1,Fluminense,60.0,38629.0,Réver,4-2-3-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,2017,brasileirao,24,2017 Flamengo,13,5,38.5,0.08,0.2,
2017-10-15,17:00,Série A,Matchweek 28,Sun,Away,W,1,0,Chapecoense,56.0,10484.0,Réver,4-2-3-1,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,,2017,brasileirao,24,2017 Flamengo,15,5,33.3,0.07,0.2,
2017-10-19,21:00,Série A,Matchweek 29,Thu,Home,W,4,1,Bahia,62.0,8282.0,Réver,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2017,brasileirao,24,2017 Flamengo,16,8,50.0,0.19,0.38,
2017-10-22,17:00,Série A,Matchweek 30,Sun,Away,L,0,2,São Paulo,60.0,32915.0,Réver,4-4-2,4-1-4-1,Rafael Traci,Match Report,,2017,brasileirao,24,2017 Flamengo,10,3,30.0,0.0,0.0,
2017-10-25,21:45,Sudamericana,Quarter-finals,Wed,Away,W,1,0,br Fluminense,43.0,,Réver,4-2-3-1,4-2-3-1,Mario Díaz de Vivar,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Flamengo,10,3,30.0,0.1,0.33,
2017-10-28,19:00,Série A,Matchweek 31,Sat,Home,D,0,0,Vasco da Gama,57.0,24813.0,Juan,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2017,brasileirao,24,2017 Flamengo,14,4,28.6,0.0,0.0,
2017-11-01,21:45,Sudamericana,Quarter-finals,Wed,Home,D,3,3,br Fluminense,56.0,,Juan,4-2-3-1,4-3-3,Patricio Loustau,Match Report,Leg 2 of 2; Flamengo won,2017,brasileirao,24,2017 Flamengo,13,6,46.2,0.23,0.5,
2017-11-05,17:00,Série A,Matchweek 32,Sun,Away,L,1,3,Grêmio,41.0,18199.0,Willian Arão,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Flamengo,9,2,22.2,0.11,0.5,
2017-11-08,21:45,Série A,Matchweek 33,Wed,Home,W,2,0,Cruzeiro,51.0,7111.0,Pará,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,,2017,brasileirao,24,2017 Flamengo,16,5,31.3,0.13,0.4,
2017-11-12,17:00,Série A,Matchweek 34,Sun,Away,L,0,2,Palmeiras,54.0,27831.0,Pará,4-2-3-1,4-3-3,Braulio da Silva Machado,Match Report,,2017,brasileirao,24,2017 Flamengo,11,1,9.1,0.0,0.0,
2017-11-16,21:00,Série A,Matchweek 35,Thu,Away,L,0,1,Coritiba,68.0,14821.0,Juan,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Flamengo,13,4,30.8,0.0,0.0,
2017-11-19,17:00,Série A,Matchweek 36,Sun,Home,W,3,0,Corinthians,49.0,13491.0,Diego,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2017,brasileirao,24,2017 Flamengo,16,6,37.5,0.13,0.33,
2017-11-23,20:45,Sudamericana,Semi-finals,Thu,Home,W,2,1,co Junior,55.0,,Réver,4-2-3-1,4-2-3-1,José Argote,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Flamengo,18,6,33.3,0.11,0.33,
2017-11-26,19:00,Série A,Matchweek 37,Sun,Home,L,1,2,Santos,58.0,15456.0,Réver,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2017,brasileirao,24,2017 Flamengo,27,9,33.3,0.04,0.11,
2017-11-30,19:30,Sudamericana,Semi-finals,Thu,Away,W,2,0,co Junior,34.0,,Réver,4-3-2-1,4-2-3-1,Roberto Tobar,Match Report,Leg 2 of 2; Flamengo won,2017,brasileirao,24,2017 Flamengo,8,5,62.5,0.25,0.4,
2017-12-03,16:00,Série A,Matchweek 38,Sun,Away,W,2,1,Vitória,56.0,29008.0,Diego,4-2-3-1,4-4-2,Dewson Fernando Freitas da Silva,Match Report,,2017,brasileirao,24,2017 Flamengo,12,3,25.0,0.08,0.33,
2017-12-06,20:45,Sudamericana,Finals,Wed,Away,L,1,2,ar Independiente,47.0,,Réver,4-2-3-1,4-2-3-1,Mario Díaz de Vivar,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Flamengo,12,5,41.7,0.08,0.2,
2017-12-13,21:45,Sudamericana,Finals,Wed,Home,D,1,1,ar Independiente,61.0,,Réver,4-2-3-1,4-2-3-1,Wilmar Roldán,Match Report,Leg 2 of 2; Independiente won,2017,brasileirao,24,2017 Flamengo,20,3,15.0,0.05,0.33,
2017-05-14,16:00,Série A,Matchweek 1,Sun,Away,L,0,4,Palmeiras,49.0,3325.0,Luís Fabiano,4-2-3-1,4-3-3,Rodolpho Toski Marques,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,16,5,31.3,0.0,0.0,
2017-05-21,11:00,Série A,Matchweek 2,Sun,Home,W,2,1,Bahia,60.0,19030.0,Luís Fabiano,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,16,10,62.5,0.13,0.2,
2017-05-27,16:00,Série A,Matchweek 3,Sat,Home,W,3,2,Fluminense,42.0,20442.0,Luís Fabiano,4-2-3-1,4-3-3,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,18,7,38.9,0.17,0.43,
2017-06-04,16:00,Série A,Matchweek 4,Sun,Away,L,0,2,Grêmio,42.0,22578.0,Jean,4-2-4-0,4-2-3-1,Sandro Ricci,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,10,0,0.0,0.0,,
2017-06-07,21:45,Série A,Matchweek 5,Wed,Home,L,2,5,Corinthians,57.0,16288.0,Luís Fabiano,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,27,9,33.3,0.07,0.22,
2017-06-10,19:00,Série A,Matchweek 6,Sat,Home,W,2,1,Sport Recife,49.0,10273.0,Luís Fabiano,4-2-3-1,4-3-3,Caio Max Augusto Vieira,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,12,4,33.3,0.17,0.5,
2017-06-14,21:45,Série A,Matchweek 7,Wed,Away,L,1,2,Chapecoense,49.0,10003.0,Martín Silva,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,5,2,40.0,0.2,0.5,
2017-06-17,19:00,Série A,Matchweek 8,Sat,Home,W,1,0,Avaí,49.0,10993.0,Luís Fabiano,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,16,5,31.3,0.06,0.2,
2017-06-21,21:00,Série A,Matchweek 9,Wed,Away,L,1,3,Botafogo (RJ),56.0,15048.0,Luís Fabiano,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,16,3,18.8,0.06,0.33,
2017-06-25,11:00,Série A,Matchweek 10,Sun,Home,W,1,0,Atl Goianiense,52.0,20658.0,Luís Fabiano,4-2-3-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,12,5,41.7,0.08,0.2,
2017-07-02,19:00,Série A,Matchweek 11,Sun,Away,D,2,2,Coritiba,39.0,8020.0,Martín Silva,4-2-3-1,4-3-3,Emerson De Almeida Ferreira,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,10,4,40.0,0.2,0.5,
2017-07-08,18:00,Série A,Matchweek 12,Sat,Home,L,0,1,Flamengo,41.0,19622.0,Nenê,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,10,1,10.0,0.0,0.0,
2017-07-12,21:45,Série A,Matchweek 13,Wed,Away,W,4,1,Vitória,33.0,5548.0,Martín Silva,4-2-3-1,4-3-3,Antonio Dib Moraes de Sousa,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,10,4,40.0,0.3,0.75,
2017-07-16,16:00,Série A,Matchweek 14,Sun,Home,D,0,0,Santos,44.0,,Nenê,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,16,4,25.0,0.0,0.0,
2017-07-19,21:45,Série A,Matchweek 15,Wed,Away,L,0,1,São Paulo,56.0,22574.0,Martín Silva,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,13,6,46.2,0.0,0.0,
2017-07-23,19:00,Série A,Matchweek 16,Sun,Away,W,2,1,Atlético Mineiro,42.0,12497.0,Martín Silva,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,11,4,36.4,0.18,0.5,
2017-07-31,20:00,Série A,Matchweek 17,Mon,Home,L,0,1,Ath Paranaense,56.0,8330.0,Martín Silva,4-2-3-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,18,5,27.8,0.0,0.0,
2017-08-03,20:00,Série A,Matchweek 18,Thu,Home,L,0,3,Cruzeiro,50.0,5780.0,Martín Silva,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,12,1,8.3,0.0,0.0,
2017-08-06,19:00,Série A,Matchweek 19,Sun,Away,D,0,0,Ponte Preta,50.0,6310.0,Martín Silva,4-3-2-1,4-2-3-1,Sandro Ricci,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,6,0,0.0,0.0,,
2017-08-13,16:00,Série A,Matchweek 20,Sun,Home,D,1,1,Palmeiras,41.0,5323.0,Luís Fabiano,4-2-3-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,10,2,20.0,0.1,0.5,
2017-08-20,16:00,Série A,Matchweek 21,Sun,Away,L,0,3,Bahia,56.0,21691.0,Luís Fabiano,3-4-3,4-2-3-1,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,9,0,0.0,0.0,,
2017-08-26,16:00,Série A,Matchweek 22,Sat,Away,W,1,0,Fluminense,43.0,23460.0,Martín Silva,4-2-3-1,4-3-2-1,Ricardo Marques Ribeiro,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,20,4,20.0,0.05,0.25,
2017-09-09,18:00,Série A,Matchweek 23,Sat,Home,W,1,0,Grêmio,36.0,,Martín Silva,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,8,2,25.0,0.13,0.5,
2017-09-17,16:00,Série A,Matchweek 24,Sun,Away,L,0,1,Corinthians,43.0,41235.0,Martín Silva,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,13,4,30.8,0.0,0.0,
2017-09-25,20:00,Série A,Matchweek 25,Mon,Away,D,1,1,Sport Recife,51.0,15701.0,Martín Silva,4-2-3-1,4-3-3,Sandro Ricci,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,13,2,15.4,0.08,0.5,
2017-09-30,16:00,Série A,Matchweek 26,Sat,Home,D,1,1,Chapecoense,66.0,,Martín Silva,4-2-3-1,4-1-4-1,Wilton Sampaio,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,22,8,36.4,0.05,0.13,
2017-10-11,21:45,Série A,Matchweek 27,Wed,Away,W,2,1,Avaí,39.0,8952.0,Martín Silva,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,12,6,50.0,0.17,0.33,
2017-10-14,19:00,Série A,Matchweek 28,Sat,Home,W,1,0,Botafogo (RJ),40.0,31406.0,Martín Silva,4-4-1-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,11,2,18.2,0.09,0.5,
2017-10-18,19:30,Série A,Matchweek 29,Wed,Away,W,1,0,Atl Goianiense,53.0,9046.0,Martín Silva,4-4-1-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,10,4,40.0,0.0,0.0,
2017-10-21,17:00,Série A,Matchweek 30,Sat,Home,D,1,1,Coritiba,48.0,30351.0,Martín Silva,4-4-1-1,4-2-3-1,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Vasco da Gama,12,4,33.3,0.0,0.0,
