Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,league_name,league_id,team_name,Sh,SoT,SoT%,G/Sh,G/SoT,Dist
2017-02-01,21:45,Libertadores,Second qualifying stage,Wed,Home,W,2,1,cl Colo-Colo,42.0,,Emerson,4-2-3-1,3-1-4-2,Juan Soto,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Botafogo (RJ),12,2,16.7,0.08,0.5,
2017-02-08,20:45,Libertadores,Second qualifying stage,Wed,Away,D,1,1,cl Colo-Colo,44.0,,Walter Montillo,4-4-2,3-4-1-2,Patricio Loustau,Match Report,Leg 2 of 2; Botafogo (RJ) won,2017,brasileirao,24,2017 Botafogo (RJ),16,6,37.5,0.06,0.17,
2017-02-15,21:45,Libertadores,Third qualifying stage,Wed,Home,W,1,0,py Olimpia,45.0,,Walter Montillo,4-2-3-1,4-3-3,Juan Bravo,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Botafogo (RJ),12,2,16.7,0.08,0.5,
2017-02-22,21:45,Libertadores,Third qualifying stage,Wed,Away,L,0 (3),1 (1),py Olimpia,34.0,,Joel Carli,4-4-2,4-2-3-1,Julio Bascuñán,Match Report,Leg 2 of 2; Botafogo (RJ) won; Botafogo (RJ) won on penalty kicks following extra time,2017,brasileirao,24,2017 Botafogo (RJ),5,2,40.0,0.0,0.0,
2017-03-14,21:00,Libertadores,Group stage,Tue,Home,W,2,1,ar Estudiantes,55.0,,Joel Carli,4-2-3-1,4-4-2,Jonathan Fuentes,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),11,5,45.5,0.18,0.4,
2017-04-13,19:45,Libertadores,Group stage,Thu,Away,W,2,0,co Nacional,33.0,,Joel Carli,4-4-1-1,4-2-3-1,Ulises Mereles,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),3,3,100.0,0.67,0.67,
2017-04-20,19:45,Libertadores,Group stage,Thu,Away,D,1,1,ec Barcelona,52.0,,Gatito Fernández,4-1-4-1,4-4-2,Jesús Valenzuela,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),13,6,46.2,0.0,0.0,
2017-05-02,21:45,Libertadores,Group stage,Tue,Home,L,0,2,ec Barcelona,51.0,,Joel Carli,4-2-3-1,4-4-2,Mario Díaz de Vivar,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),20,6,30.0,0.0,0.0,
2017-05-14,19:00,Série A,Matchweek 1,Sun,Away,L,0,2,Grêmio,48.0,18551.0,Bruno Silva,4-3-2-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),8,0,0.0,0.0,,
2017-05-18,21:45,Libertadores,Group stage,Thu,Home,W,1,0,co Nacional,38.0,,Joel Carli,4-4-1-1,4-2-3-1,Víctor Carrillo,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),13,6,46.2,0.08,0.17,
2017-05-21,18:00,Série A,Matchweek 2,Sun,Home,W,2,0,Ponte Preta,40.0,9160.0,Joel Carli,4-4-1-1,4-4-2,Rafael Traci,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),11,6,54.5,0.18,0.33,
2017-05-25,21:45,Libertadores,Group stage,Thu,Away,L,0,1,ar Estudiantes,57.0,,Joel Carli,4-4-2,4-1-4-1,Eduardo Gamboa Latourniere,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),7,2,28.6,0.0,0.0,
2017-05-28,19:00,Série A,Matchweek 3,Sun,Home,W,1,0,Bahia,48.0,7886.0,Bruno Silva,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),10,4,40.0,0.1,0.25,
2017-06-04,11:00,Série A,Matchweek 4,Sun,Away,D,0,0,Flamengo,35.0,10577.0,Joel Carli,4-1-4-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),4,1,25.0,0.0,0.0,
2017-06-07,21:00,Série A,Matchweek 5,Wed,Away,L,0,1,Santos,39.0,14486.0,Joel Carli,4-4-1-1,4-1-4-1,Jailson Macêdo Freitas,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),8,2,25.0,0.0,0.0,
2017-06-11,11:00,Série A,Matchweek 6,Sun,Home,D,2,2,Coritiba,53.0,14866.0,Joel Carli,4-3-1-2,4-4-2,Flavio Rodrigues De Souza,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),13,6,46.2,0.15,0.33,
2017-06-14,19:30,Série A,Matchweek 7,Wed,Away,D,2,2,Vitória,46.0,8877.0,Joel Carli,4-4-1-1,4-2-3-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),16,8,50.0,0.13,0.25,
2017-06-18,16:00,Série A,Matchweek 8,Sun,Away,W,2,0,Chapecoense,41.0,11603.0,Joel Carli,4-1-4-1,4-1-4-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),7,4,57.1,0.29,0.5,
2017-06-21,21:00,Série A,Matchweek 9,Wed,Home,W,3,1,Vasco da Gama,44.0,15048.0,Victor Luis,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),6,3,50.0,0.5,1.0,
2017-06-26,20:00,Série A,Matchweek 10,Mon,Home,L,0,2,Avaí,73.0,22819.0,Rodrigo Lindoso,4-1-4-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),30,9,30.0,0.0,0.0,
2017-07-02,16:00,Série A,Matchweek 11,Sun,Away,L,0,1,Corinthians,34.0,40341.0,Dudu Cearense,4-1-4-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),4,0,0.0,0.0,,
2017-07-06,21:45,Libertadores,Round of 16,Thu,Away,W,1,0,uy Nacional,41.0,,Joel Carli,4-1-4-1,4-3-3,Julio Bascuñán,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Botafogo (RJ),8,4,50.0,0.13,0.25,
2017-07-09,19:00,Série A,Matchweek 12,Sun,Home,D,1,1,Atlético Mineiro,56.0,9630.0,Joel Carli,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),11,3,27.3,0.09,0.33,
2017-07-12,21:00,Série A,Matchweek 13,Wed,Away,W,1,0,Fluminense,43.0,14851.0,Joel Carli,4-4-1-1,4-2-3-1,Wagner Reway,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),16,5,31.3,0.06,0.2,
2017-07-17,20:00,Série A,Matchweek 14,Mon,Home,W,2,1,Sport Recife,43.0,17313.0,Joel Carli,4-4-1-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),11,6,54.5,0.18,0.33,
2017-07-20,21:00,Série A,Matchweek 15,Thu,Away,D,0,0,Ath Paranaense,40.0,15134.0,Joel Carli,4-2-3-1,4-1-4-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),9,1,11.1,0.0,0.0,
2017-07-23,19:00,Série A,Matchweek 16,Sun,Away,D,1,1,Atl Goianiense,49.0,5462.0,Jefferson,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),12,4,33.3,0.08,0.25,
2017-07-29,16:00,Série A,Matchweek 17,Sat,Home,L,3,4,São Paulo,36.0,17139.0,Joel Carli,4-2-3-1,4-1-4-1,André Luiz de Freitas Castro,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),8,4,50.0,0.38,0.75,
2017-08-02,21:45,Série A,Matchweek 18,Wed,Home,L,1,2,Palmeiras,55.0,7517.0,Joel Carli,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),12,3,25.0,0.08,0.33,
2017-08-06,16:00,Série A,Matchweek 19,Sun,Away,D,0,0,Cruzeiro,39.0,22691.0,Rodrigo Lindoso,4-2-3-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),7,1,14.3,0.0,0.0,
2017-08-10,19:15,Libertadores,Round of 16,Thu,Home,W,2,0,uy Nacional,41.0,,Joel Carli,4-2-3-1,4-3-3,Wilmar Roldán,Match Report,Leg 2 of 2; Botafogo (RJ) won,2017,brasileirao,24,2017 Botafogo (RJ),10,5,50.0,0.2,0.4,
2017-08-13,19:00,Série A,Matchweek 20,Sun,Home,W,1,0,Grêmio,38.0,6352.0,Emerson,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),13,7,53.8,0.08,0.14,
2017-08-20,16:00,Série A,Matchweek 21,Sun,Away,L,1,2,Ponte Preta,49.0,3208.0,Joel Carli,4-2-3-1,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),14,1,7.1,0.0,0.0,
2017-08-27,16:00,Série A,Matchweek 22,Sun,Away,W,2,1,Bahia,61.0,22585.0,Joel Carli,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),13,4,30.8,0.15,0.5,
2017-09-10,19:00,Série A,Matchweek 23,Sun,Home,W,2,0,Flamengo,43.0,6311.0,Roger,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),16,5,31.3,0.13,0.4,
2017-09-13,21:45,Libertadores,Quarter-finals,Wed,Home,D,0,0,br Grêmio,46.0,,Joel Carli,4-2-3-1,4-2-3-1,José Argote,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Botafogo (RJ),5,0,0.0,0.0,,
2017-09-16,19:00,Série A,Matchweek 24,Sat,Home,W,2,0,Santos,50.0,5780.0,Gatito Fernández,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),15,8,53.3,0.13,0.25,
2017-09-20,21:45,Libertadores,Quarter-finals,Wed,Away,L,0,1,br Grêmio,48.0,,Joel Carli,4-2-3-1,4-2-3-1,Patricio Loustau,Match Report,Leg 2 of 2; Grêmio won,2017,brasileirao,24,2017 Botafogo (RJ),13,3,23.1,0.0,0.0,
2017-09-24,16:00,Série A,Matchweek 25,Sun,Away,W,3,2,Coritiba,49.0,8315.0,Joel Carli,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),10,6,60.0,0.3,0.5,
2017-10-01,16:00,Série A,Matchweek 26,Sun,Home,L,2,3,Vitória,54.0,14780.0,Joel Carli,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),11,5,45.5,0.09,0.2,
2017-10-11,19:30,Série A,Matchweek 27,Wed,Home,W,2,1,Chapecoense,64.0,7613.0,Joel Carli,4-2-3-1,4-1-4-1,Leandro Pedro Vuaden,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),12,2,16.7,0.17,1.0,
2017-10-14,19:00,Série A,Matchweek 28,Sat,Away,L,0,1,Vasco da Gama,61.0,31406.0,Joel Carli,4-2-3-1,4-4-1-1,Vinicius Gonçalves Dias Araujo,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),14,2,14.3,0.0,0.0,
2017-10-18,21:45,Série A,Matchweek 29,Wed,Away,D,1,1,Avaí,60.0,5156.0,Bruno Silva,4-4-1-1,4-2-3-1,Rafael Traci,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),10,2,20.0,0.1,0.5,
2017-10-23,20:00,Série A,Matchweek 30,Mon,Home,W,2,1,Corinthians,39.0,8466.0,Joel Carli,4-4-1-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),17,6,35.3,0.12,0.33,
2017-10-29,17:00,Série A,Matchweek 31,Sun,Away,D,0,0,Atlético Mineiro,40.0,17086.0,Joel Carli,4-4-2,4-4-1-1,Sandro Ricci,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),9,1,11.1,0.0,0.0,
2017-11-04,19:00,Série A,Matchweek 32,Sat,Home,L,1,2,Fluminense,42.0,11776.0,Gatito Fernández,4-4-1-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),6,3,50.0,0.17,0.33,
2017-11-08,20:00,Série A,Matchweek 33,Wed,Away,W,2,1,Sport Recife,37.0,24119.0,Joel Carli,4-4-1-1,4-2-3-1,Wilton Sampaio,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),6,3,50.0,0.33,0.67,
2017-11-11,17:00,Série A,Matchweek 34,Sat,Home,L,0,1,Ath Paranaense,57.0,8399.0,Joel Carli,4-4-1-1,4-2-3-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),14,4,28.6,0.0,0.0,
2017-11-16,20:00,Série A,Matchweek 35,Thu,Home,L,1,2,Atl Goianiense,65.0,10076.0,Joel Carli,4-2-3-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),19,3,15.8,0.05,0.33,
2017-11-19,17:00,Série A,Matchweek 36,Sun,Away,D,0,0,São Paulo,36.0,25711.0,Joel Carli,4-2-3-1,4-5-1,Wilton Sampaio,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),11,4,36.4,0.0,0.0,
2017-11-27,20:00,Série A,Matchweek 37,Mon,Away,L,0,2,Palmeiras,37.0,23562.0,Joel Carli,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),14,4,28.6,0.0,0.0,
2017-12-03,17:00,Série A,Matchweek 38,Sun,Home,D,2,2,Cruzeiro,44.0,20636.0,Joel Carli,4-1-4-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,,2017,brasileirao,24,2017 Botafogo (RJ),14,7,50.0,0.14,0.29,
2017-02-01,21:45,Libertadores,Second qualifying stage,Wed,Home,W,1,0,co Millonarios,55.0,,Wéverton,4-2-3-1,4-2-3-1,Germán Delfino,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Athletico Paranaense,8,2,25.0,0.0,0.0,
2017-02-08,18:45,Libertadores,Second qualifying stage,Wed,Away,L,0 (4),1 (2),co Millonarios,36.0,,Wéverton,4-2-3-1,4-2-3-1,Julio Bascuñán,Match Report,Leg 2 of 2; Ath Paranaense won; Ath Paranaense won on penalty kicks following extra time,2017,brasileirao,24,2017 Athletico Paranaense,7,3,42.9,0.0,0.0,
2017-02-15,21:45,Libertadores,Third qualifying stage,Wed,Home,D,3,3,py Capiatá,66.0,,Wéverton,4-2-3-1,4-4-2,Daniel Fedorczuk,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Athletico Paranaense,17,5,29.4,0.12,0.4,
2017-02-22,21:45,Libertadores,Third qualifying stage,Wed,Away,W,1,0,py Capiatá,45.0,,Wéverton,4-2-3-1,4-4-2,Néstor Pitana,Match Report,Leg 2 of 2; Ath Paranaense won,2017,brasileirao,24,2017 Athletico Paranaense,9,4,44.4,0.11,0.25,
2017-03-07,21:00,Libertadores,Group stage,Tue,Home,D,2,2,cl Univ Católica,48.0,,Wéverton,4-2-3-1,4-2-3-1,Ulises Mereles,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,13,4,30.8,0.15,0.5,
2017-03-15,19:30,Libertadores,Group stage,Wed,Away,W,1,0,ar San Lorenzo,36.0,,Wéverton,4-2-3-1,4-1-4-1,Juan Bravo,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,9,3,33.3,0.11,0.33,
2017-04-12,21:45,Libertadores,Group stage,Wed,Away,L,1,2,br Flamengo,55.0,,Wéverton,4-2-3-1,4-2-3-1,Wilson Lamouroux,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,4,3,75.0,0.25,0.33,
2017-04-26,21:45,Libertadores,Group stage,Wed,Home,W,2,1,br Flamengo,44.0,,Wéverton,4-2-3-1,4-1-4-1,José Argote,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,11,4,36.4,0.18,0.5,
2017-05-03,21:00,Libertadores,Group stage,Wed,Home,L,0,3,ar San Lorenzo,60.0,,Wéverton,4-2-3-1,4-1-4-1,Wilmar Roldán,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,12,2,16.7,0.0,0.0,
2017-05-14,16:00,Série A,Matchweek 1,Sun,Away,L,2,6,Bahia,60.0,8127.0,Wéverton,3-4-1-2,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,12,5,41.7,0.17,0.4,
2017-05-17,20:45,Libertadores,Group stage,Wed,Away,W,3,2,cl Univ Católica,45.0,,Wéverton,4-2-3-1,4-2-3-1,Jonathan Fuentes,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,12,4,33.3,0.25,0.75,
2017-05-21,16:00,Série A,Matchweek 2,Sun,Home,L,0,2,Grêmio,60.0,17244.0,Wéverton,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,17,1,5.9,0.0,0.0,
2017-05-28,16:00,Série A,Matchweek 3,Sun,Home,D,1,1,Flamengo,44.0,19923.0,Wéverton,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,13,6,46.2,0.08,0.17,
2017-06-03,16:00,Série A,Matchweek 4,Sat,Away,L,0,1,Coritiba,51.0,15442.0,Wéverton,4-2-3-1,4-3-3,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,9,2,22.2,0.0,0.0,
2017-06-06,20:00,Série A,Matchweek 5,Tue,Away,D,1,1,Fluminense,46.0,14843.0,Paulo André,4-1-4-1,4-2-3-1,Igor Junior Benevenuto,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,7,1,14.3,0.14,1.0,
2017-06-11,19:00,Série A,Matchweek 6,Sun,Home,L,0,2,Santos,57.0,18112.0,Paulo André,4-1-4-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,15,2,13.3,0.0,0.0,
2017-06-14,19:30,Série A,Matchweek 7,Wed,Away,W,1,0,Atlético Mineiro,31.0,10924.0,Thiago Heleno,4-1-4-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,7,2,28.6,0.14,0.5,
2017-06-17,16:00,Série A,Matchweek 8,Sat,Away,W,1,0,Atl Goianiense,34.0,4420.0,Wéverton,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,9,4,44.4,0.11,0.25,
2017-06-21,21:45,Série A,Matchweek 9,Wed,Home,W,1,0,São Paulo,34.0,19150.0,Wéverton,4-1-4-1,3-4-3,Wagner do Nascimento Magalhaes,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,11,6,54.5,0.09,0.17,
2017-06-25,16:00,Série A,Matchweek 10,Sun,Home,W,4,1,Vitória,48.0,15770.0,Wéverton,4-1-4-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,15,11,73.3,0.27,0.36,
2017-07-02,16:00,Série A,Matchweek 11,Sun,Away,L,0,1,Sport Recife,42.0,11031.0,Wéverton,4-5-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,2,1,50.0,0.0,0.0,
2017-07-05,19:15,Libertadores,Round of 16,Wed,Home,L,2,3,br Santos,58.0,,Wéverton,4-1-4-1,4-2-3-1,Roberto Tobar,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Athletico Paranaense,15,3,20.0,0.13,0.67,
2017-07-09,11:00,Série A,Matchweek 12,Sun,Away,D,1,1,Chapecoense,56.0,9689.0,Wéverton,4-1-4-1,4-1-4-1,Caio Max Augusto Vieira,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,4,3,75.0,0.25,0.33,
2017-07-12,21:45,Série A,Matchweek 13,Wed,Home,L,0,2,Cruzeiro,61.0,13897.0,Thiago Heleno,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,13,6,46.2,0.0,0.0,
2017-07-15,19:00,Série A,Matchweek 14,Sat,Away,D,2,2,Corinthians,37.0,41201.0,Wéverton,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,11,4,36.4,0.18,0.5,
2017-07-20,21:00,Série A,Matchweek 15,Thu,Home,D,0,0,Botafogo (RJ),60.0,15134.0,Wéverton,4-1-4-1,4-2-3-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,13,3,23.1,0.0,0.0,
2017-07-23,19:00,Série A,Matchweek 16,Sun,Home,L,0,2,Ponte Preta,71.0,13661.0,Paulo André,4-2-3-1,4-2-3-1,Pablo Dos Santos Alves,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,19,8,42.1,0.0,0.0,
2017-07-31,20:00,Série A,Matchweek 17,Mon,Away,W,1,0,Vasco da Gama,44.0,8330.0,Wéverton,4-2-3-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,7,3,42.9,0.14,0.33,
2017-08-03,19:30,Série A,Matchweek 18,Thu,Home,W,5,0,Avaí,62.0,11998.0,Thiago Heleno,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,18,6,33.3,0.22,0.67,
2017-08-06,16:00,Série A,Matchweek 19,Sun,Away,W,1,0,Palmeiras,34.0,29779.0,Thiago Heleno,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,7,5,71.4,0.14,0.2,
2017-08-10,21:45,Libertadores,Round of 16,Thu,Away,L,0,1,br Santos,55.0,,Wéverton,4-2-3-1,4-2-3-1,Mauro Vigliano,Match Report,Leg 2 of 2; Santos won,2017,brasileirao,24,2017 Athletico Paranaense,21,10,47.6,0.0,0.0,
2017-08-13,19:00,Série A,Matchweek 20,Sun,Home,W,4,1,Bahia,57.0,11964.0,Wéverton,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,19,9,47.4,0.11,0.22,
2017-08-20,11:00,Série A,Matchweek 21,Sun,Away,D,0,0,Grêmio,48.0,15369.0,Wéverton,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,14,3,21.4,0.0,0.0,
2017-08-27,16:00,Série A,Matchweek 22,Sun,Away,L,0,2,Flamengo,48.0,10199.0,Paulo André,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,12,3,25.0,0.0,0.0,
2017-09-10,11:00,Série A,Matchweek 23,Sun,Home,D,1,1,Coritiba,64.0,17420.0,Wéverton,4-2-3-1,4-1-4-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,17,6,35.3,0.0,0.0,
2017-09-17,16:00,Série A,Matchweek 24,Sun,Home,W,3,1,Fluminense,53.0,11329.0,Wéverton,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,16,8,50.0,0.19,0.38,
2017-09-23,21:00,Série A,Matchweek 25,Sat,Away,L,0,1,Santos,55.0,4257.0,Wéverton,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,17,5,29.4,0.0,0.0,
2017-10-01,19:00,Série A,Matchweek 26,Sun,Home,L,0,2,Atlético Mineiro,63.0,11418.0,Thiago Heleno,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,18,6,33.3,0.0,0.0,
2017-10-11,19:30,Série A,Matchweek 27,Wed,Home,D,2,2,Atl Goianiense,62.0,5864.0,Wéverton,4-2-3-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,16,6,37.5,0.13,0.33,
2017-10-14,21:00,Série A,Matchweek 28,Sat,Away,L,1,2,São Paulo,44.0,26833.0,Wéverton,4-4-2,4-1-4-1,Marcelo de Lima Henrique,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,7,2,28.6,0.14,0.5,
2017-10-19,19:00,Série A,Matchweek 29,Thu,Away,W,3,2,Vitória,38.0,7741.0,Wéverton,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,10,7,70.0,0.3,0.43,
2017-10-22,17:00,Série A,Matchweek 30,Sun,Home,W,2,1,Sport Recife,57.0,10407.0,Wéverton,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,18,8,44.4,0.06,0.13,
2017-10-28,21:00,Série A,Matchweek 31,Sat,Home,D,0,0,Chapecoense,63.0,9774.0,Wéverton,4-2-3-1,4-4-2,Jailson Macêdo Freitas,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,15,4,26.7,0.0,0.0,
2017-11-05,17:00,Série A,Matchweek 32,Sun,Away,L,0,1,Cruzeiro,52.0,8157.0,Wéverton,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,9,3,33.3,0.0,0.0,
2017-11-08,21:00,Série A,Matchweek 33,Wed,Home,L,0,1,Corinthians,62.0,18062.0,Wéverton,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,16,2,12.5,0.0,0.0,
2017-11-11,17:00,Série A,Matchweek 34,Sat,Away,W,1,0,Botafogo (RJ),43.0,8399.0,Wéverton,4-2-3-1,4-4-1-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,6,3,50.0,0.17,0.33,
2017-11-15,17:00,Série A,Matchweek 35,Wed,Away,L,1,2,Ponte Preta,60.0,5997.0,Wéverton,4-2-3-1,4-1-4-1,Wilton Sampaio,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,5,3,60.0,0.2,0.33,
2017-11-19,19:00,Série A,Matchweek 36,Sun,Home,W,3,1,Vasco da Gama,42.0,9252.0,Wéverton,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,19,6,31.6,0.16,0.5,
2017-11-26,17:00,Série A,Matchweek 37,Sun,Away,L,0,1,Avaí,63.0,13394.0,Wéverton,4-2-3-1,4-2-4-0,Wilton Sampaio,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,14,2,14.3,0.0,0.0,
2017-12-03,17:00,Série A,Matchweek 38,Sun,Home,W,3,0,Palmeiras,35.0,12879.0,Thiago Heleno,4-2-3-1,4-3-3,Claudio Francisco Lima e Silva,Match Report,,2017,brasileirao,24,2017 Athletico Paranaense,10,6,60.0,0.2,0.33,
