season,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,league_name,league_id,team_name,team_id,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,xG,xGA,SoTA,Saves,Save%,PSxG,PSxG+/-,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,CrsPA,PrgP,KP,pass_3rd,Sw,Crs,TB,CK,SCA,GCA,Tkl,TklW,Tkl_Def_3rd,Tkl_Att_3rd,Blocks,Int,Clr,Err,Touches_Att_3rd,PrgC,Carries_Att_3rd,Mis,Dis,Fls,Off,Recov,Won%
2023-2024,2023-08-13,15:00,Ligue 1,Matchweek 1,Sun,Away,W,4,2,Clermont Foot,45.0,10453.0,Wissam Ben Yedder,3-4-3,François Letexier,Match Report,,ligue_1,13,monaco,fd6114db,14.0,8.0,57.1,0.29,0.5,14.7,2.5,1.8,7.0,5.0,71.4,1.4,-0.6,382.0,480.0,79.6,6320.0,2527.0,3.0,2.0,2.8,2.0,39.0,10.0,36.0,2.0,6.0,3.0,2.0,26.0,7.0,24.0,12.0,7.0,3.0,9.0,19.0,14.0,1.0,120.0,11.0,8.0,14.0,7.0,16.0,1.0,62.0,45.5
2023-2024,2023-08-20,19:00,Ligue 1,Matchweek 2,Sun,Home,W,3,0,Strasbourg,56.0,10100.0,Wissam Ben Yedder,3-4-3,Ruddy Buquet,Match Report,,ligue_1,13,monaco,fd6114db,9.0,4.0,44.4,0.33,0.75,18.1,0.9,0.5,1.0,1.0,100.0,0.0,0.0,494.0,606.0,81.5,9369.0,3322.0,2.0,0.5,0.9,1.0,56.0,6.0,40.0,4.0,11.0,3.0,4.0,14.0,3.0,22.0,18.0,7.0,5.0,8.0,9.0,12.0,0.0,142.0,13.0,10.0,15.0,9.0,19.0,3.0,71.0,45.0
2023-2024,2023-08-25,21:00,Ligue 1,Matchweek 3,Fri,Away,D,3,3,Nantes,65.0,28429.0,Wissam Ben Yedder,3-4-3,Jérémie Pignard,Match Report,,ligue_1,13,monaco,fd6114db,27.0,9.0,33.3,0.11,0.33,17.4,3.3,1.0,3.0,0.0,33.3,1.6,-1.4,627.0,744.0,84.3,10595.0,3538.0,1.0,1.7,2.1,2.0,74.0,18.0,68.0,0.0,22.0,0.0,10.0,42.0,4.0,17.0,13.0,5.0,1.0,6.0,10.0,6.0,0.0,261.0,20.0,33.0,15.0,13.0,7.0,2.0,75.0,37.5
2023-2024,2023-09-02,21:00,Ligue 1,Matchweek 4,Sat,Home,W,3,0,Lens,52.0,9600.0,Wissam Ben Yedder,3-4-3,Willy Delajod,Match Report,,ligue_1,13,monaco,fd6114db,12.0,6.0,50.0,0.25,0.5,19.0,0.9,0.6,1.0,1.0,100.0,0.5,0.5,438.0,540.0,81.1,7991.0,2601.0,3.0,0.8,1.6,0.0,43.0,10.0,23.0,4.0,8.0,4.0,5.0,24.0,6.0,10.0,7.0,2.0,1.0,17.0,7.0,12.0,0.0,119.0,15.0,15.0,12.0,3.0,21.0,3.0,54.0,50.0
2023-2024,2023-09-17,13:00,Ligue 1,Matchweek 5,Sun,Away,D,2,2,Lorient,59.0,15247.0,Wissam Ben Yedder,3-4-3,Marc Bollengier,Match Report,,ligue_1,13,monaco,fd6114db,20.0,6.0,30.0,0.1,0.33,15.9,1.7,0.9,3.0,1.0,33.3,1.2,-0.8,537.0,627.0,85.6,9217.0,2942.0,2.0,1.3,1.4,1.0,59.0,15.0,48.0,2.0,16.0,4.0,6.0,35.0,4.0,13.0,5.0,3.0,2.0,14.0,4.0,18.0,0.0,203.0,15.0,26.0,13.0,11.0,14.0,2.0,56.0,47.6
2023-2024,2023-09-22,21:00,Ligue 1,Matchweek 6,Fri,Home,L,0,1,Nice,55.0,10075.0,Youssouf Fofana,3-4-3,Benoît Millot,Match Report,,ligue_1,13,monaco,fd6114db,7.0,1.0,14.3,0.0,0.0,23.5,1.8,0.9,7.0,6.0,85.7,1.3,0.3,469.0,566.0,82.9,8361.0,2667.0,0.0,0.3,0.7,2.0,36.0,7.0,31.0,2.0,13.0,2.0,5.0,18.0,0.0,21.0,12.0,5.0,5.0,8.0,12.0,5.0,0.0,148.0,16.0,13.0,14.0,6.0,13.0,3.0,62.0,30.8
2023-2024,2023-09-30,21:00,Ligue 1,Matchweek 7,Sat,Home,W,3,2,Marseille,46.0,10200.0,Wissam Ben Yedder,3-4-1-2,Benoît Bastien,Match Report,,ligue_1,13,monaco,fd6114db,10.0,7.0,70.0,0.3,0.43,15.9,1.0,1.0,4.0,2.0,50.0,1.4,-0.6,336.0,447.0,75.2,6186.0,2624.0,2.0,0.6,0.4,0.0,37.0,7.0,24.0,5.0,12.0,1.0,2.0,19.0,6.0,19.0,10.0,7.0,5.0,11.0,17.0,17.0,0.0,125.0,8.0,12.0,20.0,11.0,17.0,1.0,55.0,51.5
2023-2024,2023-10-07,21:00,Ligue 1,Matchweek 8,Sat,Away,W,3,1,Reims,46.0,19000.0,Wissam Ben Yedder,3-4-1-2,Hakim Ben El Hadj Salem,Match Report,,ligue_1,13,monaco,fd6114db,11.0,4.0,36.4,0.27,0.75,13.3,1.2,1.5,4.0,3.0,100.0,1.6,0.6,307.0,417.0,73.6,5837.0,2339.0,2.0,1.0,1.8,1.0,34.0,10.0,28.0,3.0,13.0,2.0,5.0,18.0,5.0,24.0,15.0,8.0,1.0,14.0,16.0,32.0,0.0,87.0,19.0,8.0,20.0,8.0,14.0,5.0,67.0,45.7
2023-2024,2023-10-22,17:05,Ligue 1,Matchweek 9,Sun,Home,W,2,1,Metz,75.0,6200.0,Wissam Ben Yedder,4-2-2-2,Romain Lissorgue,Match Report,,ligue_1,13,monaco,fd6114db,27.0,13.0,48.1,0.07,0.15,20.0,2.0,1.0,4.0,3.0,75.0,0.9,-0.1,661.0,769.0,86.0,11558.0,4177.0,1.0,1.7,1.9,1.0,94.0,23.0,95.0,3.0,21.0,2.0,10.0,49.0,4.0,21.0,13.0,8.0,4.0,9.0,6.0,5.0,0.0,300.0,22.0,31.0,15.0,9.0,12.0,2.0,72.0,66.7
2023-2024,2023-10-29,15:00,Ligue 1,Matchweek 10,Sun,Away,L,0,2,Lille,59.0,40046.0,Wissam Ben Yedder,4-1-3-2,Clément Turpin,Match Report,,ligue_1,13,monaco,fd6114db,16.0,6.0,37.5,0.0,0.0,20.0,0.6,0.5,5.0,3.0,60.0,1.3,-0.7,404.0,515.0,78.4,7987.0,2494.0,0.0,0.3,0.8,1.0,58.0,10.0,35.0,0.0,25.0,6.0,8.0,29.0,0.0,14.0,13.0,7.0,2.0,13.0,10.0,13.0,0.0,180.0,17.0,15.0,12.0,11.0,13.0,5.0,55.0,54.5
2023-2024,2023-11-05,17:05,Ligue 1,Matchweek 11,Sun,Home,W,2,0,Brest,46.0,9244.0,Youssouf Fofana,3-4-3,Eric Wattellier,Match Report,,ligue_1,13,monaco,fd6114db,12.0,6.0,50.0,0.17,0.33,17.0,0.8,0.8,1.0,1.0,100.0,0.1,0.1,335.0,425.0,78.8,5777.0,2626.0,2.0,0.4,0.8,0.0,42.0,5.0,26.0,3.0,14.0,3.0,6.0,16.0,2.0,20.0,11.0,11.0,2.0,14.0,16.0,27.0,1.0,111.0,22.0,14.0,29.0,10.0,15.0,1.0,52.0,52.2
2023-2024,2023-11-11,21:00,Ligue 1,Matchweek 12,Sat,Away,D,0,0,Le Havre,62.0,23008.0,Wissam Ben Yedder,3-4-3,Thomas Léonard,Match Report,,ligue_1,13,monaco,fd6114db,10.0,4.0,40.0,0.0,0.0,22.5,0.6,1.4,5.0,4.0,100.0,2.0,2.0,496.0,595.0,83.4,8606.0,2662.0,0.0,0.5,1.0,0.0,61.0,7.0,53.0,1.0,13.0,0.0,4.0,17.0,0.0,22.0,10.0,13.0,4.0,11.0,10.0,20.0,1.0,175.0,17.0,18.0,20.0,10.0,18.0,2.0,62.0,56.5
2023-2024,2023-11-24,21:00,Ligue 1,Matchweek 13,Fri,Away,L,2,5,Paris S-G,46.0,47896.0,Guillermo Maripán,3-4-3,Benoît Bastien,Match Report,,ligue_1,13,monaco,fd6114db,14.0,7.0,50.0,0.14,0.29,16.3,1.6,2.6,11.0,6.0,63.6,3.4,-1.6,397.0,498.0,79.7,6618.0,2397.0,1.0,1.4,1.3,2.0,45.0,10.0,31.0,4.0,19.0,2.0,10.0,24.0,2.0,27.0,16.0,8.0,1.0,16.0,9.0,22.0,2.0,162.0,16.0,12.0,22.0,7.0,19.0,5.0,62.0,20.0
2023-2024,2023-12-03,15:00,Ligue 1,Matchweek 14,Sun,Home,W,2,0,Montpellier,63.0,4599.0,Guillermo Maripán,4-2-3-1,Jeremy Stinat,Match Report,,ligue_1,13,monaco,fd6114db,27.0,9.0,33.3,0.07,0.22,18.3,2.2,0.9,3.0,3.0,100.0,0.5,0.5,516.0,611.0,84.5,8610.0,3223.0,0.0,1.1,1.0,0.0,59.0,17.0,49.0,3.0,18.0,0.0,8.0,45.0,1.0,29.0,20.0,9.0,9.0,14.0,13.0,22.0,2.0,212.0,32.0,22.0,20.0,9.0,15.0,1.0,76.0,55.0
2023-2024,2023-12-09,17:00,Ligue 1,Matchweek 15,Sat,Away,W,2,1,Rennes,53.0,26856.0,Youssouf Fofana,3-4-3,Clément Turpin,Match Report,,ligue_1,13,monaco,fd6114db,12.0,5.0,41.7,0.17,0.4,16.7,0.9,1.7,5.0,4.0,100.0,2.0,1.0,367.0,453.0,81.0,6432.0,2527.0,2.0,0.8,1.1,3.0,40.0,11.0,26.0,1.0,16.0,2.0,5.0,22.0,4.0,9.0,7.0,5.0,0.0,11.0,16.0,19.0,0.0,152.0,19.0,31.0,17.0,7.0,22.0,2.0,56.0,68.2
2023-2024,2023-12-15,21:00,Ligue 1,Matchweek 16,Fri,Home,L,0,1,Lyon,60.0,6000.0,Youssouf Fofana,3-4-3,Ruddy Buquet,Match Report,,ligue_1,13,monaco,fd6114db,19.0,4.0,21.1,0.0,0.0,18.4,1.3,0.7,2.0,1.0,50.0,0.6,-0.4,513.0,627.0,81.8,8595.0,2803.0,0.0,1.0,1.4,2.0,55.0,17.0,51.0,1.0,19.0,3.0,6.0,35.0,0.0,21.0,15.0,7.0,5.0,15.0,14.0,5.0,0.0,227.0,19.0,17.0,18.0,9.0,13.0,2.0,69.0,57.1
2023-2024,2023-12-20,21:00,Ligue 1,Matchweek 17,Wed,Away,W,2,1,Toulouse,45.0,23881.0,Wissam Ben Yedder,3-5-2,Jérôme Brisard,Match Report,,ligue_1,13,monaco,fd6114db,11.0,3.0,27.3,0.09,0.33,19.7,1.9,1.4,5.0,4.0,80.0,1.4,0.4,360.0,485.0,74.2,6087.0,2609.0,0.0,0.5,0.7,1.0,41.0,6.0,41.0,2.0,13.0,4.0,5.0,24.0,4.0,17.0,10.0,8.0,1.0,11.0,7.0,31.0,1.0,136.0,14.0,16.0,12.0,9.0,10.0,1.0,56.0,43.8
2023-2024,2024-01-07,14:30,Coupe de France,Round of 64,Sun,Away,D,2 (6),2 (5),Lens,43.0,37571.0,Wissam Ben Yedder,3-4-1-2,Bastien Dechepy,Match Report,Monaco won on penalty kicks following extra time,ligue_1,13,monaco,fd6114db,9.0,5.0,55.6,0.22,0.4,,,,0.0,1.0,,,,,,,,,1.0,,,,,,,,8.0,,,,,,15.0,,,,12.0,,,,,,,,16.0,4.0,,
2023-2024,2024-01-13,17:00,Ligue 1,Matchweek 18,Sat,Home,L,1,3,Reims,56.0,4231.0,Wissam Ben Yedder,3-4-3,François Letexier,Match Report,,ligue_1,13,monaco,fd6114db,9.0,5.0,55.6,0.11,0.2,18.1,1.2,1.5,5.0,2.0,40.0,2.5,-0.5,467.0,575.0,81.2,8965.0,3426.0,1.0,1.0,1.0,2.0,54.0,6.0,49.0,1.0,19.0,1.0,6.0,15.0,2.0,18.0,12.0,8.0,2.0,17.0,12.0,14.0,1.0,180.0,21.0,21.0,26.0,7.0,11.0,0.0,55.0,31.6
2023-2024,2024-01-20,17:30,Coupe de France,Round of 32,Sat,Away,W,3,1,Rodez Aveyron,67.0,3236.0,Wissam Ben Yedder,3-4-3,Jeremy Stinat,Match Report,,ligue_1,13,monaco,fd6114db,11.0,4.0,36.4,0.18,0.5,,,,7.0,6.0,85.7,,,,,,,,1.0,,,,,,,,19.0,,,,,,13.0,,,,6.0,,,,,,,,10.0,3.0,,
2023-2024,2024-01-27,21:00,Ligue 1,Matchweek 19,Sat,Away,D,2,2,Marseille,32.0,63029.0,Wissam Ben Yedder,3-4-3,Willy Delajod,Match Report,,ligue_1,13,monaco,fd6114db,6.0,5.0,83.3,0.33,0.4,19.7,0.5,2.4,9.0,7.0,77.8,3.7,1.7,194.0,300.0,64.7,3474.0,1527.0,2.0,0.4,0.4,0.0,22.0,5.0,13.0,0.0,8.0,2.0,1.0,10.0,4.0,19.0,14.0,7.0,2.0,18.0,13.0,22.0,0.0,105.0,15.0,14.0,13.0,10.0,12.0,1.0,44.0,52.9
2023-2024,2024-02-04,13:00,Ligue 1,Matchweek 20,Sun,Home,D,1,1,Le Havre,61.0,9047.0,Wissam Ben Yedder,3-5-2,Jérôme Brisard,Match Report,,ligue_1,13,monaco,fd6114db,17.0,5.0,29.4,0.06,0.2,15.3,1.4,0.1,0.0,0.0,,0.0,0.0,514.0,650.0,79.1,8894.0,3195.0,1.0,0.9,1.4,4.0,65.0,14.0,49.0,3.0,25.0,1.0,9.0,29.0,2.0,25.0,15.0,11.0,2.0,11.0,18.0,8.0,0.0,215.0,19.0,18.0,15.0,6.0,16.0,3.0,69.0,55.3
2023-2024,2024-02-08,20:45,Coupe de France,Round of 16,Thu,Away,D,1 (5),1 (6),FC Rouen,67.0,9219.0,Youssouf Fofana,3-4-3,Ruddy Buquet,Match Report,FC Rouen won on penalty kicks following normal time,ligue_1,13,monaco,fd6114db,13.0,3.0,23.1,0.0,0.0,,,,2.0,1.0,50.0,,,,,,,,0.0,,,,,,,,14.0,,,,,,20.0,,,,4.0,,,,,,,,13.0,1.0,,
2023-2024,2024-02-11,20:45,Ligue 1,Matchweek 21,Sun,Away,W,3,2,Nice,53.0,24788.0,Wissam Ben Yedder,4-3-3,Eric Wattellier,Match Report,,ligue_1,13,monaco,fd6114db,9.0,5.0,55.6,0.33,0.6,15.6,1.7,2.1,5.0,3.0,80.0,2.2,0.2,427.0,510.0,83.7,6955.0,2261.0,2.0,1.3,1.3,1.0,32.0,6.0,35.0,1.0,4.0,1.0,2.0,14.0,5.0,26.0,12.0,11.0,8.0,12.0,7.0,30.0,0.0,156.0,10.0,13.0,9.0,20.0,14.0,2.0,51.0,50.0
2023-2024,2024-02-18,15:00,Ligue 1,Matchweek 22,Sun,Home,L,1,2,Toulouse,65.0,4702.0,Denis Zakaria,4-3-3,Benoît Bastien,Match Report,,ligue_1,13,monaco,fd6114db,22.0,5.0,22.7,0.05,0.2,18.3,1.7,1.4,7.0,5.0,71.4,2.4,0.4,518.0,638.0,81.2,9048.0,3203.0,0.0,1.2,1.3,1.0,59.0,14.0,53.0,1.0,24.0,3.0,4.0,37.0,0.0,19.0,13.0,7.0,2.0,12.0,8.0,9.0,1.0,242.0,17.0,28.0,18.0,14.0,18.0,1.0,48.0,45.2
2023-2024,2024-02-25,13:00,Ligue 1,Matchweek 23,Sun,Away,W,3,2,Lens,40.0,37992.0,Wissam Ben Yedder,4-4-2,François Letexier,Match Report,,ligue_1,13,monaco,fd6114db,14.0,7.0,50.0,0.14,0.29,18.1,2.3,2.9,10.0,8.0,80.0,3.1,1.1,289.0,401.0,72.1,5395.0,2638.0,2.0,1.2,0.7,0.0,40.0,10.0,33.0,0.0,5.0,3.0,3.0,24.0,4.0,14.0,9.0,8.0,2.0,15.0,13.0,29.0,1.0,105.0,18.0,10.0,19.0,10.0,13.0,2.0,54.0,65.4
2023-2024,2024-03-01,21:00,Ligue 1,Matchweek 24,Fri,Home,D,0,0,Paris S-G,32.0,14700.0,Wissam Ben Yedder,4-4-2,Ruddy Buquet,Match Report,,ligue_1,13,monaco,fd6114db,14.0,6.0,42.9,0.0,0.0,14.1,1.6,1.5,7.0,7.0,100.0,1.8,1.8,230.0,316.0,72.8,4184.0,2187.0,0.0,1.2,1.4,0.0,47.0,9.0,32.0,1.0,9.0,10.0,5.0,24.0,0.0,19.0,12.0,9.0,1.0,14.0,14.0,20.0,0.0,115.0,18.0,11.0,20.0,10.0,10.0,3.0,60.0,46.7
2023-2024,2024-03-10,15:00,Ligue 1,Matchweek 25,Sun,Away,W,1,0,Strasbourg,66.0,25391.0,Wissam Ben Yedder,4-4-2,Clément Turpin,Match Report,,ligue_1,13,monaco,fd6114db,17.0,6.0,35.3,0.06,0.17,15.5,1.3,0.4,1.0,1.0,100.0,0.1,0.1,494.0,596.0,82.9,9293.0,3234.0,1.0,1.1,1.2,3.0,66.0,12.0,42.0,1.0,17.0,0.0,8.0,30.0,2.0,10.0,8.0,4.0,3.0,6.0,6.0,33.0,2.0,174.0,15.0,17.0,20.0,10.0,15.0,2.0,35.0,59.5
2023-2024,2024-03-17,15:00,Ligue 1,Matchweek 26,Sun,Home,D,2,2,Lorient,51.0,5090.0,Wissam Ben Yedder,4-2-3-1,Bastien Dechepy,Match Report,,ligue_1,13,monaco,fd6114db,22.0,8.0,36.4,0.05,0.13,14.2,2.5,0.8,6.0,5.0,66.7,0.7,-0.3,410.0,494.0,83.0,7637.0,2696.0,1.0,2.5,2.0,3.0,55.0,20.0,54.0,2.0,26.0,2.0,10.0,40.0,2.0,26.0,17.0,11.0,5.0,20.0,10.0,23.0,0.0,235.0,18.0,11.0,19.0,7.0,21.0,3.0,45.0,35.7
2023-2024,2024-03-30,17:00,Ligue 1,Matchweek 27,Sat,Away,W,5,2,Metz,64.0,26661.0,Wissam Ben Yedder,4-2-3-1,Eric Wattellier,Match Report,,ligue_1,13,monaco,fd6114db,17.0,7.0,41.2,0.29,0.71,15.7,2.4,2.1,7.0,5.0,71.4,3.2,1.2,681.0,790.0,86.2,11474.0,4328.0,3.0,1.7,1.3,2.0,60.0,13.0,56.0,3.0,19.0,1.0,5.0,27.0,6.0,24.0,21.0,8.0,2.0,12.0,10.0,9.0,0.0,197.0,24.0,28.0,7.0,8.0,8.0,0.0,65.0,55.0
2023-2024,2024-04-07,17:05,Ligue 1,Matchweek 28,Sun,Home,W,1,0,Rennes,52.0,6634.0,Wissam Ben Yedder,4-2-3-1,Stéphanie Frappart,Match Report,,ligue_1,13,monaco,fd6114db,16.0,5.0,31.3,0.06,0.2,18.1,2.0,1.3,7.0,7.0,100.0,2.1,2.1,379.0,483.0,78.5,6753.0,2834.0,1.0,1.5,0.9,2.0,40.0,9.0,33.0,3.0,19.0,0.0,6.0,26.0,2.0,13.0,6.0,7.0,1.0,13.0,9.0,19.0,1.0,168.0,9.0,9.0,13.0,3.0,16.0,0.0,42.0,56.5
2023-2024,2024-04-21,17:05,Ligue 1,Matchweek 30,Sun,Away,W,2,0,Brest,44.0,14856.0,Youssouf Fofana,4-2-3-1,Ruddy Buquet,Match Report,,ligue_1,13,monaco,fd6114db,8.0,3.0,37.5,0.25,0.67,17.6,0.9,0.6,2.0,2.0,100.0,0.3,0.3,290.0,437.0,66.4,4921.0,2391.0,1.0,0.7,0.8,0.0,46.0,5.0,28.0,0.0,12.0,1.0,4.0,12.0,3.0,20.0,10.0,6.0,2.0,13.0,9.0,16.0,0.0,121.0,11.0,10.0,15.0,17.0,9.0,1.0,60.0,48.5
2023-2024,2024-04-24,21:00,Ligue 1,Matchweek 29,Wed,Home,W,1,0,Lille,43.0,9000.0,Wissam Ben Yedder,4-4-2,Clément Turpin,Match Report,,ligue_1,13,monaco,fd6114db,19.0,7.0,36.8,0.05,0.14,16.9,1.6,1.3,4.0,4.0,100.0,0.4,0.4,347.0,426.0,81.5,6227.0,2094.0,0.0,1.1,1.2,0.0,37.0,12.0,25.0,5.0,14.0,0.0,7.0,26.0,0.0,19.0,9.0,8.0,1.0,17.0,20.0,15.0,0.0,164.0,30.0,25.0,17.0,11.0,9.0,6.0,53.0,27.3
2023-2024,2024-04-28,19:00,Ligue 1,Matchweek 31,Sun,Away,L,2,3,Lyon,53.0,55539.0,Wissam Ben Yedder,4-2-2-2,Bastien Dechepy,Match Report,,ligue_1,13,monaco,fd6114db,13.0,5.0,38.5,0.15,0.4,15.7,1.7,2.2,4.0,1.0,25.0,1.3,-1.7,411.0,527.0,78.0,6813.0,2630.0,2.0,1.3,1.1,3.0,56.0,10.0,34.0,3.0,24.0,1.0,3.0,25.0,3.0,18.0,5.0,8.0,1.0,16.0,14.0,16.0,0.0,182.0,24.0,24.0,15.0,9.0,14.0,3.0,50.0,53.6
2023-2024,2024-05-04,17:00,Ligue 1,Matchweek 32,Sat,Home,W,4,1,Clermont Foot,62.0,7256.0,Wissam Ben Yedder,4-4-2,Hakim Ben El Hadj Salem,Match Report,,ligue_1,13,monaco,fd6114db,23.0,8.0,34.8,0.17,0.5,14.7,3.6,1.4,1.0,0.0,0.0,0.9,-0.1,518.0,609.0,85.1,9071.0,3480.0,2.0,2.7,2.3,3.0,62.0,15.0,44.0,3.0,12.0,3.0,4.0,38.0,8.0,19.0,17.0,6.0,3.0,4.0,10.0,14.0,0.0,184.0,16.0,21.0,20.0,12.0,13.0,2.0,52.0,64.3
2023-2024,2024-05-12,21:00,Ligue 1,Matchweek 33,Sun,Away,W,2,0,Montpellier,55.0,14829.0,Wissam Ben Yedder,3-1-4-2,Stéphanie Frappart,Match Report,,ligue_1,13,monaco,fd6114db,19.0,8.0,42.1,0.11,0.25,18.4,2.3,1.1,3.0,3.0,100.0,0.6,0.6,451.0,539.0,83.7,7807.0,3259.0,2.0,1.8,1.0,1.0,51.0,15.0,38.0,0.0,10.0,3.0,3.0,32.0,4.0,21.0,11.0,9.0,1.0,6.0,16.0,24.0,0.0,143.0,34.0,24.0,26.0,10.0,10.0,1.0,55.0,47.8
2023-2024,2023-08-11,21:00,Ligue 1,Matchweek 1,Fri,Away,D,1,1,Nice,60.0,29436.0,Benjamin André,4-2-3-1,Benoît Bastien,Match Report,,ligue_1,13,lille,cb188c0c,12.0,5.0,41.7,0.08,0.2,16.9,1.3,1.2,3.0,2.0,66.7,1.5,0.5,539.0,625.0,86.2,9035.0,2746.0,1.0,1.1,1.2,2.0,34.0,10.0,48.0,3.0,21.0,5.0,3.0,19.0,1.0,26.0,16.0,6.0,6.0,5.0,8.0,7.0,0.0,172.0,26.0,17.0,12.0,5.0,9.0,1.0,56.0,42.9
2023-2024,2023-08-20,13:00,Ligue 1,Matchweek 2,Sun,Home,W,2,0,Nantes,64.0,34356.0,Benjamin André,4-2-3-1,Pierre Gaillouste,Match Report,,ligue_1,13,lille,cb188c0c,18.0,7.0,38.9,0.11,0.29,15.2,2.2,1.1,4.0,4.0,100.0,1.1,1.1,505.0,589.0,85.7,7691.0,2509.0,1.0,1.6,2.1,0.0,63.0,13.0,55.0,3.0,20.0,1.0,7.0,29.0,3.0,11.0,7.0,3.0,2.0,12.0,6.0,15.0,0.0,256.0,20.0,17.0,12.0,10.0,8.0,0.0,53.0,50.0
2023-2024,2023-08-24,20:00,Conf Lg,Play-off round,Thu,Home,W,2,1,hr Rijeka,,22189.0,Benjamin André,4-2-3-1,Atilla Karaoğlan,Match Report,Leg 1 of 2,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,2023-08-27,17:05,Ligue 1,Matchweek 3,Sun,Away,L,1,4,Lorient,64.0,15101.0,Benjamin André,4-2-3-1,Willy Delajod,Match Report,,ligue_1,13,lille,cb188c0c,18.0,7.0,38.9,0.06,0.14,20.2,1.1,1.6,6.0,2.0,33.3,2.0,-2.0,533.0,627.0,85.0,8315.0,2475.0,1.0,1.0,2.8,6.0,58.0,12.0,46.0,1.0,26.0,1.0,8.0,33.0,2.0,17.0,11.0,4.0,6.0,9.0,2.0,11.0,2.0,246.0,23.0,26.0,18.0,6.0,12.0,0.0,51.0,48.0
2023-2024,2023-08-31,20:15,Conf Lg,Play-off round,Thu,Away,D,1,1,hr Rijeka,,7852.0,Benjamin André,4-2-3-1,Luís Godinho,Match Report,Leg 2 of 2; Lille won; Required Extra Time,ligue_1,13,lille,cb188c0c,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2024,2023-09-03,15:00,Ligue 1,Matchweek 4,Sun,Home,W,1,0,Montpellier,58.0,35298.0,Benjamin André,3-4-3,Benoît Millot,Match Report,,ligue_1,13,lille,cb188c0c,15.0,6.0,40.0,0.07,0.17,17.0,1.2,0.3,4.0,4.0,100.0,1.0,1.0,473.0,555.0,85.2,8181.0,2829.0,0.0,1.1,1.0,0.0,40.0,13.0,30.0,2.0,11.0,0.0,5.0,29.0,2.0,17.0,13.0,11.0,2.0,7.0,5.0,27.0,0.0,136.0,23.0,12.0,13.0,12.0,15.0,0.0,51.0,50.0
2023-2024,2023-09-16,17:00,Ligue 1,Matchweek 5,Sat,Away,D,2,2,Rennes,53.0,28178.0,Benjamin André,4-2-3-1,Jérôme Brisard,Match Report,,ligue_1,13,lille,cb188c0c,10.0,6.0,60.0,0.2,0.33,14.9,1.0,0.5,4.0,2.0,50.0,0.2,-1.8,489.0,586.0,83.4,8277.0,2486.0,1.0,0.9,1.1,0.0,24.0,7.0,17.0,4.0,2.0,0.0,2.0,18.0,3.0,25.0,19.0,11.0,5.0,11.0,20.0,14.0,0.0,109.0,15.0,13.0,18.0,7.0,16.0,1.0,60.0,45.2
2023-2024,2023-09-20,16:30,Conf Lg,Group stage,Wed,Home,W,2,0,si Olimpija,61.0,13817.0,Benjamin André,4-2-3-1,Joey Kooij,Match Report,,ligue_1,13,lille,cb188c0c,16.0,8.0,50.0,0.06,0.13,17.9,3.2,0.3,1.0,1.0,100.0,0.0,0.0,504.0,599.0,84.1,8779.0,3057.0,0.0,2.0,1.7,2.0,48.0,14.0,27.0,5.0,9.0,0.0,4.0,28.0,3.0,13.0,9.0,4.0,2.0,12.0,7.0,11.0,0.0,151.0,19.0,13.0,13.0,16.0,10.0,1.0,59.0,60.0
2023-2024,2023-09-26,21:00,Ligue 1,Matchweek 6,Tue,Home,L,1,2,Reims,69.0,33075.0,Benjamin André,4-2-3-1,Jérémie Pignard,Match Report,,ligue_1,13,lille,cb188c0c,14.0,3.0,21.4,0.07,0.33,14.2,1.2,0.5,4.0,2.0,50.0,0.9,-1.1,610.0,713.0,85.6,11312.0,3412.0,1.0,1.2,2.2,3.0,71.0,12.0,40.0,12.0,28.0,3.0,4.0,27.0,2.0,7.0,6.0,3.0,0.0,8.0,5.0,6.0,0.0,213.0,24.0,26.0,14.0,6.0,4.0,3.0,55.0,60.0
2023-2024,2023-10-01,15:00,Ligue 1,Matchweek 7,Sun,Away,W,2,0,Le Havre,62.0,21919.0,Benjamin André,4-2-3-1,Bastien Dechepy,Match Report,,ligue_1,13,lille,cb188c0c,16.0,6.0,37.5,0.06,0.17,16.0,1.2,0.8,0.0,0.0,,0.0,0.0,633.0,712.0,88.9,10602.0,3173.0,1.0,0.8,1.5,3.0,49.0,12.0,23.0,6.0,21.0,0.0,6.0,29.0,2.0,18.0,14.0,7.0,2.0,7.0,4.0,16.0,1.0,174.0,22.0,29.0,15.0,9.0,6.0,1.0,47.0,52.0
