season,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,league_name,league_id,team_name,team_id,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90
2021-2022,Loris Mouyokolo,fr FRA,DF,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,lorient,d2c87802,,,,,,,,,,,,
2021-2022,Pablo Pagis,fr FRA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,lorient,d2c87802,,,,,,,,,,,,
2021-2022,Squad Total,,,26.2,38.0,418.0,3420.0,38.0,35.0,20.0,55.0,32.0,3.0,3.0,69.0,4.0,0.92,0.53,1.45,0.84,1.37,,ligue_1,13,lorient,d2c87802,41.3,39.0,29.7,68.7,569.0,1258.0,1251.0,1.09,0.78,1.87,1.03,1.81
2021-2022,Opponent Total,,,26.0,38.0,418.0,3420.0,38.0,60.0,39.0,99.0,55.0,5.0,6.0,72.0,10.0,1.58,1.03,2.61,1.45,2.47,,ligue_1,13,lorient,d2c87802,50.5,45.8,34.3,80.1,755.0,1625.0,1603.0,1.33,0.9,2.23,1.21,2.11
2021-2022,Akim Zedadka,dz ALG,DF,26.0,38.0,37.0,3337.0,37.1,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,ligue_1,13,clermont_foot,d9676424,1.6,1.6,3.6,5.2,114.0,142.0,184.0,0.04,0.1,0.14,0.04,0.14
2021-2022,Johan Gastien,fr FRA,MF,33.0,32.0,32.0,2746.0,30.5,0.0,1.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.03,0.03,0.0,0.03,Matches,ligue_1,13,clermont_foot,d9676424,0.8,0.8,1.8,2.6,17.0,227.0,32.0,0.03,0.06,0.09,0.03,0.09
2021-2022,Vital N'Simba,cd COD,DF,28.0,34.0,31.0,2789.0,31.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,0.03,0.1,0.13,0.03,0.13,Matches,ligue_1,13,clermont_foot,d9676424,0.7,0.7,4.6,5.3,74.0,142.0,138.0,0.02,0.15,0.17,0.02,0.17
2021-2022,Salis Abdul Samed,gh GHA,MF,21.0,31.0,29.0,2462.0,27.4,1.0,0.0,1.0,1.0,0.0,0.0,12.0,3.0,0.04,0.0,0.04,0.04,0.04,Matches,ligue_1,13,clermont_foot,d9676424,0.7,0.7,0.9,1.6,24.0,108.0,47.0,0.03,0.03,0.06,0.03,0.06
2021-2022,Florent Ogier,fr FRA,DF,32.0,30.0,29.0,2429.0,27.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,ligue_1,13,clermont_foot,d9676424,0.7,0.7,0.2,0.8,2.0,80.0,2.0,0.02,0.01,0.03,0.02,0.03
2021-2022,Mohamed Lamine Bayo,gn GUI,FW,23.0,32.0,27.0,2413.0,26.8,14.0,5.0,19.0,12.0,2.0,3.0,1.0,0.0,0.52,0.19,0.71,0.45,0.63,Matches,ligue_1,13,clermont_foot,d9676424,14.4,11.9,4.1,16.0,28.0,55.0,147.0,0.54,0.15,0.69,0.44,0.6
2021-2022,Ouparine Djoco,gw GNB,GK,23.0,24.0,23.0,2116.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,clermont_foot,d9676424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Cédric Hountondji,bj BEN,DF,27.0,23.0,23.0,2034.0,22.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,ligue_1,13,clermont_foot,d9676424,0.6,0.6,0.0,0.6,5.0,43.0,1.0,0.02,0.0,0.03,0.02,0.03
2021-2022,Jodel Dossou,bj BEN,FW,29.0,35.0,23.0,2008.0,22.3,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.13,0.04,0.18,0.13,0.18,Matches,ligue_1,13,clermont_foot,d9676424,5.0,5.0,2.2,7.2,104.0,75.0,191.0,0.22,0.1,0.32,0.22,0.32
2021-2022,Elba Rashani,xk KVX,"FW,MF",28.0,29.0,22.0,1759.0,19.5,8.0,3.0,11.0,8.0,0.0,0.0,3.0,0.0,0.41,0.15,0.56,0.41,0.56,Matches,ligue_1,13,clermont_foot,d9676424,5.2,5.2,2.2,7.4,43.0,46.0,110.0,0.26,0.11,0.38,0.26,0.38
2021-2022,Jason Berthomier,fr FRA,MF,31.0,29.0,22.0,1732.0,19.2,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.05,0.26,0.31,0.05,0.31,Matches,ligue_1,13,clermont_foot,d9676424,1.7,1.7,3.9,5.6,26.0,134.0,91.0,0.09,0.2,0.29,0.09,0.29
2021-2022,Yohann Magnin,fr FRA,"MF,DF",24.0,24.0,19.0,1717.0,19.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,ligue_1,13,clermont_foot,d9676424,1.1,1.1,0.6,1.7,8.0,79.0,35.0,0.06,0.03,0.09,0.06,0.09
2021-2022,Alidu Seidu,gh GHA,DF,21.0,21.0,16.0,1410.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,clermont_foot,d9676424,0.5,0.5,0.2,0.7,10.0,30.0,12.0,0.03,0.01,0.04,0.03,0.04
2021-2022,Arthur Desmas,fr FRA,GK,27.0,15.0,15.0,1304.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,clermont_foot,d9676424,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Jim Allevinah,ga GAB,FW,26.0,30.0,13.0,1488.0,16.5,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.06,0.12,0.18,0.06,0.18,Matches,ligue_1,13,clermont_foot,d9676424,2.8,2.8,1.9,4.7,77.0,56.0,118.0,0.17,0.12,0.29,0.17,0.29
2021-2022,Lucas Da Cunha,fr FRA,"FW,MF",20.0,15.0,11.0,836.0,9.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,ligue_1,13,clermont_foot,d9676424,1.7,1.7,0.8,2.4,25.0,30.0,58.0,0.18,0.08,0.26,0.18,0.26
2021-2022,Jean-Claude Billong,cm CMR,DF,27.0,15.0,10.0,980.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,clermont_foot,d9676424,0.2,0.2,0.1,0.2,4.0,21.0,2.0,0.01,0.01,0.02,0.01,0.02
2021-2022,Saîf-Eddine Khaoui,tn TUN,"MF,FW",26.0,23.0,9.0,927.0,10.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,ligue_1,13,clermont_foot,d9676424,2.1,2.1,0.9,3.0,12.0,31.0,45.0,0.2,0.09,0.29,0.2,0.29
2021-2022,Arial Mendy,sn SEN,"DF,FW",26.0,18.0,9.0,792.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,clermont_foot,d9676424,0.5,0.5,1.7,2.2,30.0,26.0,54.0,0.05,0.19,0.25,0.05,0.25
2021-2022,Pierre-Yves Hamel,fr FRA,FW,27.0,17.0,6.0,523.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,clermont_foot,d9676424,1.7,1.7,0.2,1.9,2.0,10.0,15.0,0.3,0.03,0.32,0.3,0.32
2021-2022,Jonathan Iglesias,uy URU,MF,32.0,15.0,5.0,579.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,clermont_foot,d9676424,0.0,0.0,0.3,0.3,6.0,12.0,9.0,0.0,0.04,0.05,0.0,0.05
2021-2022,Grejohn Kyei,fr FRA,FW,25.0,14.0,4.0,396.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches,ligue_1,13,clermont_foot,d9676424,1.9,1.9,1.1,3.0,0.0,7.0,32.0,0.42,0.26,0.68,0.42,0.68
2021-2022,Oriol Busquets,es ESP,MF,22.0,9.0,2.0,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,clermont_foot,d9676424,0.1,0.1,0.0,0.1,0.0,10.0,0.0,0.03,0.0,0.03,0.03,0.03
2021-2022,Jordan Tell,gp GLP,FW,24.0,15.0,1.0,290.0,3.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.31,0.31,0.62,0.31,0.62,Matches,ligue_1,13,clermont_foot,d9676424,0.7,0.7,1.3,2.1,4.0,4.0,22.0,0.23,0.42,0.65,0.23,0.65
2021-2022,Yadaly Diaby,gn GUI,"FW,MF",20.0,5.0,0.0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,clermont_foot,d9676424,0.3,0.3,0.0,0.3,1.0,1.0,2.0,0.35,0.0,0.35,0.35,0.35
2021-2022,Josué Albert,fr FRA,DF,29.0,2.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,clermont_foot,d9676424,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.13,0.0,0.13,0.13,0.13
2021-2022,Jérôme Phojo,fr FRA,DF,28.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,clermont_foot,d9676424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Aboubakar Sidibé,fr FRA,DF,25.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,clermont_foot,d9676424,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Yuliwes Bellache,fr FRA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,clermont_foot,d9676424,,,,,,,,,,,,
2021-2022,Baptiste Boit,fr FRA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,clermont_foot,d9676424,,,,,,,,,,,,
2021-2022,Julien Boyer,fr FRA,DF,23.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,clermont_foot,d9676424,,,,,,,,,,,,
2021-2022,Nael Jaby,fr FRA,MF,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,clermont_foot,d9676424,,,,,,,,,,,,
2021-2022,Wabo Kamdem,fr FRA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,clermont_foot,d9676424,,,,,,,,,,,,
2021-2022,Lucas Margueron,fr FRA,GK,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,clermont_foot,d9676424,,,,,,,,,,,,
2021-2022,Aïman Maurer,ma MAR,FW,16.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,clermont_foot,d9676424,,,,,,,,,,,,
2021-2022,Karim Mohamed,km COM,DF,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,clermont_foot,d9676424,,,,,,,,,,,,
2021-2022,Bryan Teixeira,cv CPV,FW,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,clermont_foot,d9676424,,,,,,,,,,,,
2021-2022,Squad Total,,,26.9,38.0,418.0,3420.0,38.0,36.0,25.0,61.0,34.0,2.0,3.0,65.0,8.0,0.95,0.66,1.61,0.89,1.55,,ligue_1,13,clermont_foot,d9676424,44.4,41.9,32.6,74.4,617.0,1370.0,1352.0,1.17,0.86,2.03,1.1,1.96
2021-2022,Opponent Total,,,25.7,38.0,418.0,3420.0,38.0,66.0,44.0,110.0,61.0,5.0,5.0,77.0,6.0,1.74,1.16,2.89,1.61,2.76,,ligue_1,13,clermont_foot,d9676424,52.4,48.4,38.6,87.0,592.0,1448.0,1435.0,1.38,1.02,2.39,1.27,2.29
2021-2022,Mahdi Camara,fr FRA,"MF,DF",23.0,35.0,34.0,3073.0,34.1,3.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,ligue_1,13,saint_etienne,d298ef2c,2.5,2.5,1.3,3.8,43.0,132.0,89.0,0.07,0.04,0.11,0.07,0.11
2021-2022,Timothée Kolodziejczak,fr FRA,DF,29.0,30.0,30.0,2565.0,28.5,2.0,3.0,5.0,2.0,0.0,0.0,4.0,1.0,0.07,0.11,0.18,0.07,0.18,Matches,ligue_1,13,saint_etienne,d298ef2c,1.4,1.4,1.3,2.8,38.0,102.0,72.0,0.05,0.05,0.1,0.05,0.1
2021-2022,Mickael Nade,fr FRA,DF,22.0,30.0,29.0,2563.0,28.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,ligue_1,13,saint_etienne,d298ef2c,1.5,1.5,0.2,1.7,10.0,85.0,4.0,0.05,0.01,0.06,0.05,0.06
2021-2022,Denis Bouanga,ga GAB,"FW,MF",26.0,34.0,28.0,2436.0,27.1,9.0,6.0,15.0,9.0,0.0,0.0,4.0,1.0,0.33,0.22,0.55,0.33,0.55,Matches,ligue_1,13,saint_etienne,d298ef2c,8.0,8.0,4.9,12.9,79.0,66.0,244.0,0.29,0.18,0.48,0.29,0.48
2021-2022,Ryad Boudebouz,dz ALG,"MF,FW",31.0,30.0,27.0,2252.0,25.0,3.0,4.0,7.0,2.0,1.0,1.0,2.0,0.0,0.12,0.16,0.28,0.08,0.24,Matches,ligue_1,13,saint_etienne,d298ef2c,2.3,1.5,3.6,5.1,85.0,182.0,138.0,0.09,0.15,0.24,0.06,0.2
2021-2022,Wahbi Khazri,tn TUN,"FW,MF",30.0,30.0,26.0,2225.0,24.7,10.0,0.0,10.0,6.0,4.0,4.0,6.0,0.0,0.4,0.0,0.4,0.24,0.24,Matches,ligue_1,13,saint_etienne,d298ef2c,7.7,4.6,2.5,7.0,63.0,77.0,144.0,0.31,0.1,0.41,0.18,0.28
2021-2022,Arnaud Nordin,fr FRA,"FW,MF",23.0,36.0,20.0,1874.0,20.8,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,0.19,0.19,0.38,0.19,0.38,Matches,ligue_1,13,saint_etienne,d298ef2c,3.5,3.5,2.4,5.9,73.0,44.0,163.0,0.17,0.11,0.28,0.17,0.28
2021-2022,Lucas Gourna-Douath,fr FRA,MF,17.0,31.0,20.0,1804.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,ligue_1,13,saint_etienne,d298ef2c,1.3,1.3,0.2,1.5,29.0,69.0,22.0,0.07,0.01,0.08,0.07,0.08
2021-2022,Paul Bernardoni,fr FRA,GK,24.0,19.0,19.0,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Yvann Macon,fr FRA,DF,22.0,22.0,19.0,1529.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.3,0.3,1.4,1.7,51.0,70.0,91.0,0.02,0.08,0.1,0.02,0.1
2021-2022,Zaydou Youssouf,fr FRA,MF,22.0,30.0,18.0,1553.0,17.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.06,0.0,0.06,0.06,0.06,Matches,ligue_1,13,saint_etienne,d298ef2c,0.8,0.8,1.1,1.9,18.0,84.0,20.0,0.05,0.07,0.11,0.05,0.11
2021-2022,Harold Moukoudi,cm CMR,DF,23.0,24.0,17.0,1661.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.9,0.9,0.1,0.9,7.0,61.0,3.0,0.05,0.0,0.05,0.05,0.05
2021-2022,Etienne Green,eng ENG,GK,21.0,15.0,15.0,1197.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Eliaquim Mangala,fr FRA,DF,30.0,14.0,14.0,1179.0,13.1,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,ligue_1,13,saint_etienne,d298ef2c,0.5,0.5,0.0,0.5,3.0,24.0,1.0,0.04,0.0,0.04,0.04,0.04
2021-2022,Miguel Trauco,pe PER,"DF,MF",28.0,17.0,12.0,1112.0,12.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,ligue_1,13,saint_etienne,d298ef2c,0.5,0.5,0.3,0.8,12.0,48.0,49.0,0.04,0.02,0.06,0.04,0.06
2021-2022,Yvan Neyou,cm CMR,MF,24.0,16.0,12.0,936.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.1,0.1,0.4,0.6,8.0,39.0,14.0,0.01,0.04,0.05,0.01,0.05
2021-2022,Adil Aouchiche,fr FRA,"MF,FW",19.0,35.0,11.0,1081.0,12.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.33,0.33,0.0,0.33,Matches,ligue_1,13,saint_etienne,d298ef2c,1.2,1.2,1.6,2.8,43.0,75.0,61.0,0.1,0.14,0.23,0.1,0.23
2021-2022,Saidou Sow,gn GUI,DF,19.0,13.0,11.0,989.0,11.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.18,0.09,0.27,0.18,0.27,Matches,ligue_1,13,saint_etienne,d298ef2c,0.3,0.3,0.9,1.2,13.0,47.0,3.0,0.02,0.08,0.1,0.02,0.1
2021-2022,Sada Thioub,sn SEN,"DF,MF",26.0,17.0,11.0,950.0,10.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,ligue_1,13,saint_etienne,d298ef2c,0.2,0.2,1.5,1.8,30.0,58.0,67.0,0.02,0.15,0.17,0.02,0.17
2021-2022,Gabriel Silva,br BRA,"DF,MF",30.0,13.0,9.0,713.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.0,0.0,0.0,0.1,6.0,22.0,17.0,0.01,0.01,0.01,0.01,0.01
2021-2022,Falaye Sacko,ml MLI,DF,26.0,9.0,8.0,667.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.1,0.1,0.2,0.2,6.0,38.0,6.0,0.01,0.02,0.03,0.01,0.03
2021-2022,Romain Hamouma,fr FRA,"FW,MF",34.0,22.0,7.0,886.0,9.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.2,0.1,0.3,0.2,0.3,Matches,ligue_1,13,saint_etienne,d298ef2c,2.9,2.9,1.4,4.3,27.0,23.0,100.0,0.29,0.14,0.43,0.29,0.43
2021-2022,Jean-Philippe Krasso,ci CIV,FW,24.0,16.0,5.0,453.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.4,Matches,ligue_1,13,saint_etienne,d298ef2c,1.6,1.6,0.6,2.2,11.0,8.0,25.0,0.31,0.13,0.43,0.31,0.43
2021-2022,Stefan Bajic,fr FRA,GK,19.0,7.0,4.0,510.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Aimen Moueffek,fr FRA,MF,20.0,14.0,4.0,432.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.1,0.1,0.1,0.2,18.0,25.0,11.0,0.02,0.02,0.04,0.02,0.04
2021-2022,Abdoulaye Bakayoko,fr FRA,DF,18.0,4.0,4.0,307.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Bakary Sako,ml MLI,"FW,MF",33.0,7.0,1.0,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.3,0.3,0.0,0.3,3.0,4.0,11.0,0.18,0.02,0.2,0.18,0.2
2021-2022,Juan Ignacio Ramírez,uy URU,FW,24.0,5.0,1.0,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.03,0.0,0.03,0.03,0.03
2021-2022,Charles Abi,fr FRA,FW,21.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Nelson Sissoko,fr FRA,DF,24.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Enzo Crivelli,fr FRA,"FW,MF",26.0,4.0,0.0,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.5,0.5,0.0,0.5,1.0,2.0,9.0,0.47,0.0,0.47,0.47,0.47
2021-2022,Mathys Saban,fr FRA,"FW,MF",19.0,3.0,0.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Yanis Lhery,fr FRA,"FW,MF",18.0,5.0,0.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.2,0.2,0.0,0.2,2.0,1.0,3.0,0.27,0.0,0.27,0.27,0.27
2021-2022,Bryan Djile Nokoué,cm CMR,"DF,MF",19.0,2.0,0.0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Elhadji Dieye,sn SEN,"FW,MF",19.0,5.0,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.1,0.1,0.0,0.1,1.0,0.0,3.0,0.27,0.0,0.27,0.27,0.27
2021-2022,Assane Dioussé,sn SEN,MF,23.0,4.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Maxence Rivera,fr FRA,FW,19.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Lucas Calodat,fr FRA,DF,19.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Lamine Ghezali,fr FRA,DF,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,saint_etienne,d298ef2c,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.32,3.32,0.0,3.32
2021-2022,Boubacar Fall,sn SEN,GK,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,saint_etienne,d298ef2c,,,,,,,,,,,,
2021-2022,Lucas Llort,fr FRA,DF,22.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,saint_etienne,d298ef2c,,,,,,,,,,,,
2021-2022,Louis Mouton,fr FRA,MF,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,saint_etienne,d298ef2c,,,,,,,,,,,,
2021-2022,Ahmed Sidibé,fr FRA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,saint_etienne,d298ef2c,,,,,,,,,,,,
2021-2022,Squad Total,,,25.1,38.0,418.0,3420.0,38.0,41.0,25.0,66.0,36.0,5.0,5.0,81.0,5.0,1.08,0.66,1.74,0.95,1.61,,ligue_1,13,saint_etienne,d298ef2c,38.3,34.5,26.2,60.7,685.0,1400.0,1391.0,1.01,0.69,1.7,0.91,1.6
2021-2022,Opponent Total,,,26.1,38.0,418.0,3420.0,38.0,73.0,57.0,130.0,65.0,8.0,8.0,69.0,1.0,1.92,1.5,3.42,1.71,3.21,,ligue_1,13,saint_etienne,d298ef2c,58.2,52.1,42.9,94.9,571.0,1445.0,1434.0,1.53,1.13,2.66,1.37,2.5
