season,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,league_name,league_id,team_name,team_id,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90
2021-2022,Boubakar Kouyaté,ml MLI,DF,24.0,30.0,30.0,2665.0,29.6,1.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.03,0.0,0.03,0.03,0.03,Matches,ligue_1,13,metz,f83960ae,1.7,1.7,0.1,1.8,6.0,47.0,5.0,0.06,0.0,0.06,0.06,0.06
2021-2022,Dylan Bronn,tn TUN,DF,26.0,30.0,28.0,2545.0,28.3,1.0,2.0,3.0,1.0,0.0,0.0,10.0,1.0,0.04,0.07,0.11,0.04,0.11,Matches,ligue_1,13,metz,f83960ae,1.8,1.8,1.2,3.0,14.0,58.0,3.0,0.06,0.04,0.11,0.06,0.11
2021-2022,Vincent Pajot,fr FRA,MF,30.0,30.0,27.0,2311.0,25.7,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.04,0.0,0.04,0.04,0.04,Matches,ligue_1,13,metz,f83960ae,0.9,0.9,0.4,1.2,12.0,96.0,25.0,0.03,0.01,0.05,0.03,0.05
2021-2022,Thomas Delaine,fr FRA,DF,29.0,29.0,26.0,2316.0,25.7,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.04,0.08,0.12,0.04,0.12,Matches,ligue_1,13,metz,f83960ae,1.0,1.0,2.1,3.1,110.0,73.0,154.0,0.04,0.08,0.12,0.04,0.12
2021-2022,Nicolas de Préville,fr FRA,"FW,MF",30.0,27.0,24.0,1969.0,21.9,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,0.23,0.09,0.32,0.23,0.32,Matches,ligue_1,13,metz,f83960ae,2.8,2.8,2.2,5.0,55.0,47.0,109.0,0.13,0.1,0.23,0.13,0.23
2021-2022,Pape Matar Sarr,sn SEN,MF,18.0,33.0,22.0,2129.0,23.7,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,0.04,0.13,0.17,0.04,0.17,Matches,ligue_1,13,metz,f83960ae,2.1,2.1,1.5,3.6,37.0,115.0,49.0,0.09,0.06,0.15,0.09,0.15
2021-2022,Alexandre Oukidja,dz ALG,GK,33.0,21.0,21.0,1875.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Ibrahima Niane,sn SEN,FW,22.0,26.0,20.0,1582.0,17.6,3.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,0.17,0.06,0.23,0.11,0.17,Matches,ligue_1,13,metz,f83960ae,3.7,2.9,1.3,4.2,14.0,20.0,89.0,0.21,0.07,0.28,0.17,0.24
2021-2022,Fabien Centonze,fr FRA,DF,25.0,19.0,18.0,1586.0,17.6,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,0.23,0.06,0.28,0.23,0.28,Matches,ligue_1,13,metz,f83960ae,0.7,0.7,0.5,1.2,46.0,55.0,67.0,0.04,0.03,0.07,0.04,0.07
2021-2022,Farid Boulaya,dz ALG,"MF,FW",28.0,24.0,18.0,1526.0,17.0,4.0,2.0,6.0,4.0,0.0,0.0,1.0,1.0,0.24,0.12,0.35,0.24,0.35,Matches,ligue_1,13,metz,f83960ae,1.5,1.5,3.5,5.1,50.0,74.0,73.0,0.09,0.21,0.3,0.09,0.3
2021-2022,Boubacar Traoré,ml MLI,MF,19.0,27.0,17.0,1726.0,19.2,1.0,1.0,2.0,1.0,0.0,0.0,9.0,1.0,0.05,0.05,0.1,0.05,0.1,Matches,ligue_1,13,metz,f83960ae,0.8,0.8,1.4,2.2,26.0,85.0,10.0,0.04,0.07,0.12,0.04,0.12
2021-2022,Marc-Aurèle Caillard,fr FRA,GK,27.0,19.0,17.0,1542.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Habib Maïga,ci CIV,MF,25.0,17.0,16.0,1267.0,14.1,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,ligue_1,13,metz,f83960ae,0.9,0.9,0.4,1.4,14.0,53.0,28.0,0.07,0.03,0.1,0.07,0.1
2021-2022,Kévin N'Doram,fr FRA,MF,25.0,19.0,16.0,1235.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,1.1,1.1,0.4,1.5,3.0,63.0,6.0,0.08,0.03,0.11,0.08,0.11
2021-2022,Jemerson,br BRA,DF,28.0,15.0,15.0,1202.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.6,0.6,0.5,1.1,5.0,15.0,2.0,0.05,0.03,0.08,0.05,0.08
2021-2022,Matthieu Udol,fr FRA,DF,25.0,12.0,11.0,1007.0,11.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,ligue_1,13,metz,f83960ae,0.5,0.5,0.4,0.9,17.0,30.0,10.0,0.05,0.03,0.08,0.05,0.08
2021-2022,Fali Candé,gw GNB,DF,23.0,11.0,11.0,973.0,10.8,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,ligue_1,13,metz,f83960ae,0.3,0.3,1.5,1.7,13.0,20.0,41.0,0.03,0.14,0.16,0.03,0.16
2021-2022,Opa Nguette,sn SEN,"FW,MF",27.0,26.0,10.0,1048.0,11.6,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.17,0.17,0.34,0.17,0.34,Matches,ligue_1,13,metz,f83960ae,2.2,2.2,0.4,2.5,32.0,25.0,76.0,0.19,0.03,0.22,0.19,0.22
2021-2022,Ibrahim Amadou,fr FRA,"DF,MF",28.0,10.0,10.0,812.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,ligue_1,13,metz,f83960ae,0.4,0.4,0.1,0.5,6.0,21.0,1.0,0.04,0.01,0.05,0.04,0.05
2021-2022,Jean-Armel Kana-Biyik,cm CMR,DF,32.0,10.0,8.0,664.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.1,0.1,0.0,0.1,1.0,10.0,1.0,0.01,0.0,0.01,0.01,0.01
2021-2022,Sikou Niakaté,ml MLI,DF,22.0,12.0,8.0,661.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.1,0.1,0.0,0.2,3.0,7.0,0.0,0.02,0.01,0.02,0.02,0.02
2021-2022,William Mikelbrencis,fr FRA,DF,17.0,9.0,8.0,610.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,ligue_1,13,metz,f83960ae,0.2,0.2,0.2,0.4,12.0,21.0,26.0,0.02,0.03,0.06,0.02,0.06
2021-2022,Didier Lamkel Zé,cm CMR,FW,24.0,9.0,8.0,605.0,6.7,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.45,0.0,0.45,0.45,0.45,Matches,ligue_1,13,metz,f83960ae,2.3,2.3,0.3,2.5,21.0,6.0,63.0,0.34,0.04,0.38,0.34,0.38
2021-2022,Lamine Gueye,sn SEN,"FW,MF",23.0,14.0,7.0,555.0,6.2,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.0,0.49,Matches,ligue_1,13,metz,f83960ae,1.4,1.4,1.2,2.6,16.0,5.0,53.0,0.23,0.19,0.43,0.23,0.43
2021-2022,Papa Ndiaga Yade,mr MTN,"DF,FW",21.0,18.0,5.0,696.0,7.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,ligue_1,13,metz,f83960ae,0.2,0.2,0.7,0.9,39.0,12.0,32.0,0.03,0.09,0.12,0.03,0.12
2021-2022,Amadou Mbengue,sn SEN,"DF,MF",19.0,12.0,5.0,610.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.0,0.0,0.1,0.1,2.0,18.0,1.0,0.0,0.01,0.02,0.0,0.02
2021-2022,Louis Mafouta,cf CTA,FW,27.0,15.0,5.0,525.0,5.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches,ligue_1,13,metz,f83960ae,1.4,1.4,0.2,1.7,3.0,4.0,31.0,0.24,0.04,0.29,0.24,0.29
2021-2022,Lenny Lacroix,fr FRA,DF,18.0,3.0,2.0,200.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.45,Matches,ligue_1,13,metz,f83960ae,0.1,0.1,0.4,0.5,0.0,4.0,1.0,0.05,0.16,0.21,0.05,0.21
2021-2022,Amine Bassi,fr FRA,"MF,FW",23.0,5.0,2.0,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.2,0.2,0.4,0.6,5.0,13.0,11.0,0.09,0.22,0.3,0.09,0.3
2021-2022,Cheikh Tidiane Sabaly,sn SEN,"FW,MF",22.0,6.0,2.0,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.1,0.1,0.0,0.1,2.0,2.0,4.0,0.06,0.02,0.08,0.06,0.08
2021-2022,Warren Tchimbembé,cg CGO,MF,23.0,9.0,1.0,205.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.0,0.0,0.2,0.2,2.0,7.0,6.0,0.0,0.11,0.11,0.0,0.11
2021-2022,Sofiane Alakouch,ma MAR,"DF,MF",23.0,4.0,0.0,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.0,0.0,0.0,0.0,3.0,5.0,10.0,0.01,0.01,0.02,0.01,0.02
2021-2022,Lenny Joseph,fr FRA,"FW,MF",20.0,8.0,0.0,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.01,0.01,0.0,0.01
2021-2022,Vagner Gonçalves,cv CPV,FW,25.0,3.0,0.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.2,0.2,0.1,0.2,2.0,2.0,5.0,0.19,0.06,0.24,0.19,0.24
2021-2022,Mamadou Fofana,ml MLI,DF,23.0,1.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Georges Mikautadze,ge GEO,FW,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,metz,f83960ae,0.2,0.2,0.0,0.2,1.0,0.0,1.0,19.93,0.0,19.93,19.93,19.93
2021-2022,Ousmane Ba,sn SEN,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,metz,f83960ae,,,,,,,,,,,,
2021-2022,Danley Jean-Jacques,ht HAI,MF,21.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,metz,f83960ae,,,,,,,,,,,,
2021-2022,Noah Zilliox,fr FRA,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,metz,f83960ae,,,,,,,,,,,,
2021-2022,Squad Total,,,25.9,38.0,418.0,3420.0,38.0,33.0,24.0,57.0,32.0,1.0,1.0,94.0,9.0,0.87,0.63,1.5,0.84,1.47,,ligue_1,13,metz,f83960ae,29.2,28.4,21.5,49.9,572.0,1015.0,1004.0,0.77,0.57,1.33,0.75,1.31
2021-2022,Opponent Total,,,26.1,38.0,418.0,3420.0,38.0,67.0,50.0,117.0,62.0,5.0,5.0,67.0,2.0,1.76,1.32,3.08,1.63,2.95,,ligue_1,13,metz,f83960ae,62.5,58.6,45.2,103.8,732.0,1742.0,1724.0,1.65,1.19,2.83,1.54,2.73
2021-2022,Hwang Ui-jo,kr KOR,FW,28.0,32.0,29.0,2508.0,27.9,11.0,2.0,13.0,11.0,0.0,0.0,3.0,0.0,0.39,0.07,0.47,0.39,0.47,Matches,ligue_1,13,bordeaux,123f3efe,8.9,8.9,1.4,10.4,30.0,20.0,131.0,0.32,0.05,0.37,0.32,0.37
2021-2022,Ricardo Mangas,pt POR,DF,23.0,29.0,27.0,2353.0,26.1,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.11,0.04,0.15,0.11,0.15,Matches,ligue_1,13,bordeaux,123f3efe,1.7,1.7,0.6,2.4,55.0,89.0,110.0,0.07,0.02,0.09,0.07,0.09
2021-2022,Yacine Adli,fr FRA,"MF,FW",21.0,36.0,25.0,2260.0,25.1,1.0,7.0,8.0,1.0,0.0,0.0,5.0,0.0,0.04,0.28,0.32,0.04,0.32,Matches,ligue_1,13,bordeaux,123f3efe,2.0,2.0,5.7,7.7,66.0,164.0,99.0,0.08,0.23,0.31,0.08,0.31
2021-2022,Benoît Costil,fr FRA,GK,34.0,25.0,25.0,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Jean Onana,cm CMR,MF,21.0,23.0,23.0,1832.0,20.4,3.0,2.0,5.0,3.0,0.0,0.0,3.0,1.0,0.15,0.1,0.25,0.15,0.25,Matches,ligue_1,13,bordeaux,123f3efe,1.4,1.4,1.6,3.0,18.0,90.0,46.0,0.07,0.08,0.15,0.07,0.15
2021-2022,Enock Kwateng,fr FRA,DF,24.0,29.0,22.0,2002.0,22.2,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.04,0.0,0.04,0.04,0.04,Matches,ligue_1,13,bordeaux,123f3efe,0.3,0.3,1.8,2.1,37.0,106.0,38.0,0.01,0.08,0.09,0.01,0.09
2021-2022,Stian Rode Gregersen,no NOR,DF,26.0,24.0,22.0,1953.0,21.7,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.05,0.05,0.09,0.05,0.09,Matches,ligue_1,13,bordeaux,123f3efe,1.2,1.2,0.4,1.6,20.0,53.0,7.0,0.05,0.02,0.07,0.05,0.07
2021-2022,Remi Oudin,fr FRA,"MF,FW",24.0,33.0,20.0,1737.0,19.3,4.0,5.0,9.0,4.0,0.0,0.0,6.0,0.0,0.21,0.26,0.47,0.21,0.47,Matches,ligue_1,13,bordeaux,123f3efe,3.0,3.0,3.8,6.8,31.0,53.0,96.0,0.16,0.2,0.35,0.16,0.35
2021-2022,Javairô Dilrosun,nl NED,"MF,FW",23.0,32.0,19.0,1732.0,19.2,2.0,6.0,8.0,2.0,0.0,0.0,3.0,0.0,0.1,0.31,0.42,0.1,0.42,Matches,ligue_1,13,bordeaux,123f3efe,2.6,2.6,3.2,5.8,72.0,76.0,107.0,0.14,0.17,0.3,0.14,0.3
2021-2022,Timothee Pembele,fr FRA,DF,18.0,26.0,17.0,1414.0,15.7,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.06,0.06,0.13,0.06,0.13,Matches,ligue_1,13,bordeaux,123f3efe,0.9,0.9,3.1,4.0,71.0,40.0,97.0,0.06,0.2,0.26,0.06,0.26
2021-2022,Alberth Elis,hn HON,"FW,MF",25.0,20.0,16.0,1409.0,15.7,9.0,1.0,10.0,9.0,0.0,1.0,2.0,0.0,0.57,0.06,0.64,0.57,0.64,Matches,ligue_1,13,bordeaux,123f3efe,6.5,5.7,1.3,7.0,42.0,27.0,118.0,0.42,0.08,0.5,0.37,0.45
2021-2022,Anel Ahmedhodžić,ba BIH,DF,22.0,15.0,15.0,1350.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,ligue_1,13,bordeaux,123f3efe,0.4,0.4,0.9,1.3,18.0,63.0,12.0,0.03,0.06,0.09,0.03,0.09
2021-2022,Josuha Guilavogui,fr FRA,"MF,DF",30.0,15.0,15.0,1331.0,14.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches,ligue_1,13,bordeaux,123f3efe,1.5,1.5,0.8,2.3,11.0,76.0,23.0,0.1,0.06,0.16,0.1,0.16
2021-2022,Fransérgio,br BRA,MF,30.0,26.0,14.0,1258.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,ligue_1,13,bordeaux,123f3efe,1.3,1.3,0.4,1.7,10.0,46.0,23.0,0.09,0.03,0.12,0.09,0.12
2021-2022,Mexer,mz MOZ,DF,32.0,16.0,14.0,1227.0,13.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,ligue_1,13,bordeaux,123f3efe,0.3,0.3,0.0,0.3,1.0,22.0,0.0,0.02,0.0,0.02,0.02,0.02
2021-2022,Gideon Mensah,gh GHA,DF,23.0,23.0,13.0,1208.0,13.4,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.15,0.15,0.0,0.15,Matches,ligue_1,13,bordeaux,123f3efe,0.1,0.1,1.8,2.0,40.0,62.0,79.0,0.01,0.14,0.15,0.01,0.15
2021-2022,Gaëtan Poussin,fr FRA,GK,22.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Otávio,br BRA,MF,27.0,16.0,13.0,1147.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.4,0.4,0.1,0.5,4.0,49.0,5.0,0.03,0.01,0.04,0.03,0.04
2021-2022,Laurent Koscielny,fr FRA,DF,35.0,11.0,11.0,933.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,ligue_1,13,bordeaux,123f3efe,0.0,0.0,0.2,0.2,1.0,31.0,0.0,0.0,0.02,0.02,0.0,0.02
2021-2022,Tom Lacoux,fr FRA,"DF,MF",19.0,13.0,11.0,907.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.0,0.0,0.3,0.4,8.0,27.0,14.0,0.0,0.03,0.04,0.0,0.04
2021-2022,Marcelo,br BRA,DF,34.0,11.0,11.0,898.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.2,0.2,0.2,0.3,4.0,28.0,1.0,0.02,0.02,0.03,0.02,0.03
2021-2022,Sekou Mara,fr FRA,"FW,MF",19.0,26.0,8.0,905.0,10.1,6.0,0.0,6.0,5.0,1.0,1.0,2.0,0.0,0.6,0.0,0.6,0.5,0.5,Matches,ligue_1,13,bordeaux,123f3efe,5.1,4.4,0.7,5.0,7.0,15.0,47.0,0.51,0.07,0.58,0.43,0.5
2021-2022,M'Baye Niang,sn SEN,FW,26.0,22.0,7.0,777.0,8.6,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.35,0.12,0.46,0.35,0.46,Matches,ligue_1,13,bordeaux,123f3efe,3.3,3.3,1.7,5.1,8.0,12.0,63.0,0.39,0.2,0.59,0.39,0.59
2021-2022,Danylo Ihnatenko,ua UKR,MF,24.0,11.0,7.0,692.0,7.7,0.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.39,0.39,0.0,0.39,Matches,ligue_1,13,bordeaux,123f3efe,0.3,0.3,1.2,1.6,16.0,48.0,10.0,0.05,0.16,0.21,0.05,0.21
2021-2022,Abdel Jalil Medioub,dz ALG,DF,23.0,10.0,6.0,622.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.1,0.1,0.0,0.1,3.0,12.0,0.0,0.01,0.0,0.01,0.01,0.01
2021-2022,Issouf Sissokho,ml MLI,MF,19.0,7.0,6.0,436.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.2,0.2,0.3,0.5,3.0,15.0,21.0,0.04,0.07,0.11,0.04,0.11
2021-2022,Samuel Kalu,ng NGA,"FW,MF",23.0,11.0,3.0,328.0,3.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.27,0.27,0.55,0.27,0.55,Matches,ligue_1,13,bordeaux,123f3efe,1.2,1.2,0.2,1.4,16.0,10.0,47.0,0.34,0.05,0.39,0.34,0.39
2021-2022,Toma Bašić,hr CRO,MF,24.0,3.0,3.0,209.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43,Matches,ligue_1,13,bordeaux,123f3efe,0.0,0.0,0.4,0.4,6.0,9.0,10.0,0.02,0.16,0.18,0.02,0.18
2021-2022,Jimmy Briand,fr FRA,"FW,MF",35.0,17.0,1.0,226.0,2.5,2.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.8,0.4,1.19,0.4,0.8,Matches,ligue_1,13,bordeaux,123f3efe,2.2,0.7,1.0,1.6,2.0,7.0,23.0,0.89,0.38,1.27,0.26,0.64
2021-2022,Junior Mwanga,fr FRA,DF,18.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Loris Benito,ch SUI,DF,29.0,1.0,1.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Thibault Klidje,tg TOG,"MF,FW",20.0,5.0,0.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.0,0.0,0.7,0.7,5.0,4.0,16.0,0.04,0.75,0.79,0.04,0.79
2021-2022,Mehdi Zerkane,dz ALG,"MF,DF",22.0,6.0,0.0,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.0,0.0,0.1,0.1,3.0,4.0,4.0,0.02,0.06,0.08,0.02,0.08
2021-2022,Dilane Bakwa,fr FRA,"FW,MF",18.0,5.0,0.0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.1,0.1,0.0,0.1,1.0,0.0,1.0,0.19,0.0,0.19,0.19,0.19
2021-2022,Amadou Traore,fr FRA,FW,19.0,1.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Johaneko Louisjean,fr FRA,DF,17.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Paul Baysse,fr FRA,"MF,DF",33.0,2.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Josh Maja,ng NGA,FW,22.0,2.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.0,0.0,0.1,0.1,0.0,1.0,1.0,0.0,1.13,1.13,0.0,1.13
2021-2022,Rubén Pardo,es ESP,MF,28.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,bordeaux,123f3efe,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,Raoul Bellanova,it ITA,"DF,MF",21.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2021-2022,Loïc Bessile,tg TOG,DF,22.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2021-2022,Jacques Ekomie,ga GAB,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2021-2022,Tidiane Malbec,fr FRA,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
2021-2022,Davy Rouyard,gp GLP,GK,21.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,bordeaux,123f3efe,,,,,,,,,,,,
