Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,season,league_name,league_id,team_name,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90
Nivaldo,br BRA,GK,40.0,5.0,4.0,411.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Mateus Caramelo,br BRA,DF,20.0,4.0,3.0,299.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Odair Souza,br BRA,MF,32.0,11.0,2.0,291.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Abuda,br BRA,MF,26.0,4.0,2.0,221.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.41,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Tiago Costa,br BRA,DF,27.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Wanderson,br BRA,MF,34.0,6.0,1.0,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
João Afonso Crispim,br BRA,MF,19.0,3.0,1.0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Sílvio,br BRA,GK,26.0,1.0,1.0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Maylson,br BRA,MF,25.0,2.0,0.0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Flavinho,br BRA,MF,31.0,1.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Mailson,br BRA,MF,24.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
João Paulo Azevedo Barbosa,br BRA,GK,33.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Richarlyson,br BRA,"DF,MF",32.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Squad Total,,,28.2,38.0,418.0,3420.0,38.0,34.0,23.0,57.0,30.0,4.0,4.0,87.0,3.0,0.89,0.61,1.5,0.79,1.39,,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
Opponent Total,,,26.4,38.0,418.0,3420.0,38.0,41.0,30.0,71.0,38.0,3.0,5.0,103.0,7.0,1.08,0.79,1.87,1.0,1.79,,2015,brasileirao,24,2015 Chapecoense,,,,,,,,,,,,
João Paulo,br BRA,MF,29.0,32.0,31.0,2696.0,30.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Leandro Silva,br BRA,DF,28.0,28.0,28.0,2394.0,26.6,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Wilson,br BRA,GK,31.0,27.0,27.0,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Lúcio Flávio,br BRA,MF,35.0,25.0,21.0,1781.0,19.8,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.1,0.1,0.0,0.1,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Carlinhos,br BRA,DF,28.0,20.0,20.0,1758.0,19.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Henrique Almeida,br BRA,FW,23.0,20.0,20.0,1678.0,18.6,12.0,1.0,13.0,11.0,1.0,1.0,4.0,1.0,0.64,0.05,0.7,0.59,0.64,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Juninho,br BRA,DF,19.0,19.0,19.0,1686.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Rafhael Lucas,br BRA,FW,22.0,24.0,17.0,1483.0,16.5,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.12,0.12,0.24,0.12,0.24,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Walisson Maia,br BRA,DF,23.0,16.0,16.0,1408.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Thiago Galhardo,br BRA,"FW,MF",25.0,25.0,15.0,1503.0,16.7,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,0.06,0.12,0.18,0.06,0.18,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Ruy,br BRA,MF,26.0,18.0,15.0,1397.0,15.5,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,0.06,0.06,0.13,0.06,0.13,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Luccas Claro,br BRA,DF,23.0,16.0,14.0,1291.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Alan Santos,br BRA,"DF,MF",23.0,16.0,14.0,1020.0,11.3,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Negueba,br BRA,"FW,MF",22.0,24.0,13.0,1307.0,14.5,2.0,4.0,6.0,2.0,0.0,0.0,5.0,0.0,0.14,0.28,0.41,0.14,0.41,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Kléber,br BRA,FW,31.0,13.0,13.0,1042.0,11.6,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.09,0.0,0.09,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Luis Cáceres,py PAR,MF,26.0,16.0,12.0,755.0,8.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Norberto,br BRA,DF,24.0,11.0,10.0,937.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.1,0.1,0.0,0.1,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Juan,br BRA,"DF,MF",32.0,15.0,10.0,930.0,10.3,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,0.29,0.19,0.48,0.29,0.48,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Esquerdinha,br BRA,MF,25.0,14.0,10.0,923.0,10.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Bruno Brigido,br BRA,GK,23.0,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Ivan,br BRA,DF,22.0,13.0,10.0,854.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Henrique,br BRA,DF,20.0,10.0,10.0,774.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Marcos Aurélio,br BRA,"FW,MF",30.0,14.0,8.0,864.0,9.6,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.1,0.21,0.31,0.1,0.31,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Hélder,br BRA,MF,30.0,10.0,8.0,735.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Rafael Marques,br BRA,DF,31.0,9.0,8.0,656.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Leandro Almeida Silva,br BRA,DF,27.0,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Welinton,br BRA,DF,25.0,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Wellington Paulista,br BRA,FW,30.0,6.0,5.0,465.0,5.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.19,0.0,0.19,0.19,0.19,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Rodrigo Ramos,br BRA,DF,19.0,9.0,5.0,430.0,4.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Thiago Lopes,br BRA,MF,18.0,7.0,3.0,343.0,3.8,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.52,0.52,0.0,0.52,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Misael Bueno,br BRA,MF,20.0,7.0,3.0,323.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Rosinei,br BRA,MF,31.0,3.0,3.0,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Fabrício Baiano,br BRA,"DF,MF",22.0,5.0,3.0,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Evandro da Silva,br BRA,FW,18.0,10.0,2.0,391.0,4.3,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,0.69,0.69,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Guilherme Parede,br BRA,"FW,MF",19.0,5.0,2.0,232.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Paulinho Moccelin,br BRA,"FW,MF",20.0,10.0,1.0,297.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.0,0.3,0.3,0.3,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Vaná,br BRA,GK,23.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Pedro Ken,br BRA,MF,27.0,1.0,1.0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Keirrison,br BRA,FW,26.0,1.0,1.0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Rodolfo,br BRA,MF,21.0,3.0,0.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Ícaro,br BRA,DF,21.0,3.0,0.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Giva,br BRA,FW,22.0,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Wallyson,br BRA,"FW,MF",26.0,2.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Mateus Oliveira,br BRA,FW,19.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Bonfim,br BRA,DF,23.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Ednei,br BRA,DF,24.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Michel,br BRA,FW,25.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Squad Total,,,26.5,38.0,421.0,3420.0,38.0,30.0,25.0,55.0,28.0,2.0,3.0,116.0,5.0,0.79,0.66,1.45,0.74,1.39,,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Opponent Total,,,26.2,38.0,421.0,3420.0,38.0,40.0,31.0,71.0,37.0,3.0,3.0,105.0,5.0,1.05,0.82,1.87,0.97,1.79,,2015,brasileirao,24,2015 Coritiba,,,,,,,,,,,,
Alex Muralha,br BRA,GK,25.0,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Leandro Silva,br BRA,DF,26.0,32.0,32.0,2835.0,31.5,1.0,1.0,2.0,1.0,0.0,0.0,12.0,1.0,0.03,0.03,0.06,0.03,0.06,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Fábio Gonçalves,br BRA,MF,28.0,33.0,32.0,2778.0,30.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Clayton,br BRA,"FW,MF",19.0,29.0,29.0,2448.0,27.2,7.0,5.0,12.0,4.0,3.0,3.0,9.0,1.0,0.26,0.18,0.44,0.15,0.33,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Thiago Heleno,br BRA,DF,26.0,25.0,25.0,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Bruno Fabiano Alves,br BRA,DF,23.0,22.0,21.0,1897.0,21.1,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.05,0.0,0.05,0.05,0.05,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Paulo Roberto,br BRA,MF,27.0,24.0,21.0,1793.0,19.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Marquinhos,br BRA,DF,32.0,20.0,20.0,1780.0,19.8,3.0,2.0,5.0,3.0,0.0,0.0,9.0,0.0,0.15,0.1,0.25,0.15,0.25,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
João Vitor,br BRA,MF,26.0,22.0,20.0,1649.0,18.3,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.05,0.0,0.05,0.05,0.05,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Marquinhos Pedroso,br BRA,DF,21.0,23.0,19.0,1718.0,19.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Rafael Bastos,br BRA,"FW,MF",30.0,25.0,19.0,1411.0,15.7,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.06,0.13,0.19,0.06,0.19,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Yago,br BRA,MF,19.0,28.0,18.0,1555.0,17.3,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,0.06,0.17,0.23,0.06,0.23,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Dudu,br BRA,"FW,MF",24.0,21.0,15.0,1384.0,15.4,6.0,1.0,7.0,6.0,0.0,0.0,6.0,0.0,0.39,0.07,0.46,0.39,0.46,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Marcão,br BRA,FW,29.0,25.0,12.0,1276.0,14.2,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Roberto Cereceda,cl CHI,"DF,MF",30.0,13.0,12.0,1035.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Dener,br BRA,MF,19.0,15.0,11.0,1013.0,11.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Carlos Alberto,br BRA,MF,30.0,14.0,11.0,950.0,10.6,3.0,0.0,3.0,3.0,0.0,0.0,5.0,1.0,0.28,0.0,0.28,0.28,0.28,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Ricardinho,br BRA,MF,29.0,13.0,11.0,928.0,10.3,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.1,0.19,0.29,0.1,0.29,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Juninho,br BRA,DF,25.0,12.0,9.0,880.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Saimon Tormen,br BRA,DF,23.0,10.0,9.0,847.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Thiago Santana,br BRA,FW,21.0,25.0,7.0,1045.0,11.6,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.34,0.09,0.43,0.34,0.43,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Everaldo Stum,br BRA,FW,23.0,11.0,6.0,520.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Elias,br BRA,FW,27.0,9.0,5.0,396.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Sueliton Pereira,br BRA,DF,28.0,10.0,4.0,425.0,4.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Celsinho,br BRA,MF,26.0,7.0,4.0,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Jefferson,br BRA,MF,21.0,6.0,2.0,263.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Felipe,br BRA,GK,30.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Alemão,br BRA,FW,25.0,4.0,2.0,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
William Cordeiro,br BRA,DF,21.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Luan Polli,br BRA,GK,21.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
França,br BRA,MF,23.0,2.0,1.0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Nirley,br BRA,DF,26.0,1.0,1.0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Jean Deretti,br BRA,MF,21.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Mazola,br BRA,FW,25.0,4.0,0.0,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Bruno Dybal,br BRA,MF,20.0,3.0,0.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Léo Lisboa,br BRA,MF,20.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Marcelinho,br BRA,FW,20.0,2.0,0.0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Carlos Henrique,br BRA,FW,19.0,1.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Hyago Engelmann,br BRA,MF,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Jackson,br BRA,MF,24.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Jatoba,br BRA,MF,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Guilherme Lazaroni,br BRA,"DF,MF",22.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Luan,br BRA,MF,23.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Matheusinho,br BRA,MF,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Júnior Oliveira,br BRA,GK,25.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Léo Rodrigues,br BRA,DF,23.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Maicon Talhetti,br BRA,MF,24.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Henrique Trevisan,br BRA,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Squad Total,,,25.7,38.0,418.0,3420.0,38.0,35.0,20.0,55.0,32.0,3.0,3.0,121.0,5.0,0.92,0.53,1.45,0.84,1.37,,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Opponent Total,,,26.5,38.0,418.0,3420.0,38.0,49.0,31.0,80.0,41.0,8.0,8.0,99.0,3.0,1.29,0.82,2.11,1.08,1.89,,2015,brasileirao,24,2015 Figueirense,,,,,,,,,,,,
Nino Paraíba,br BRA,DF,29.0,35.0,35.0,3108.0,34.5,0.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,2015,brasileirao,24,2015 Avaí,,,,,,,,,,,,
Vagner,br BRA,GK,25.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2015,brasileirao,24,2015 Avaí,,,,,,,,,,,,
Romário,br BRA,DF,22.0,31.0,29.0,2654.0,29.5,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.03,0.03,0.0,0.03,Matches,2015,brasileirao,24,2015 Avaí,,,,,,,,,,,,
